"","HHID_panel","tempo","cat_assets_b","cat_DAR_b","cat_DSR_b","cat_income_b","cat_ISR_b","cat_expenses_b","income2010","DSR2010","assets2010","DAR2010","ISR2010","ihs_ISR2010","ihs_DAR2010","ihs_DSR2010","ihs_income2010","ihs_assets2010","income2016","DSR2016","assets2016","DAR2016","ISR2016","ihs_ISR2016","ihs_DAR2016","ihs_DSR2016","ihs_income2016","ihs_assets2016","income2020","DSR2020","assets2020","DAR2020","ISR2020","ihs_ISR2020","ihs_DAR2020","ihs_DSR2020","ihs_income2020","ihs_assets2020","cat_assets_b","cat_DAR_b","cat_DSR_b","cat_income_b","clust"
"386","KUV32",1,"Inc","Inc","Inc","Inc","Dec","Sta",85.5,0.23381415,226,0.23893805,0.090432234,5.1977787,6.1693559,6.1476784,12.049418,13.021438,148.65823,0.40547299,287.46835,0.67659622,0.0073973942,2.6988125,7.2102222,6.6982031,12.602552,13.262015,115.25,0.30504361,612.01086,0.24002843,0.15584902,5.7420454,6.1739087,6.4136047,12.348006,14.017653,"cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","5"
"387","KUV32",2,"Inc","Dec","Dec","Dec","Inc","Dec",85.5,0.23381415,226,0.23893805,0.090432234,5.1977787,6.1693559,6.1476784,12.049418,13.021438,148.65823,0.40547299,287.46835,0.67659622,0.0073973942,2.6988125,7.2102222,6.6982031,12.602552,13.262015,115.25,0.30504361,612.01086,0.24002843,0.15584902,5.7420454,6.1739087,6.4136047,12.348006,14.017653,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","2"
"388","KUV33",2,"Inc","Inc","Inc","Dec","Inc","Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.455696,0.49428281,158.1962,0.34008399,0.16098434,5.7744641,6.5223417,6.896256,12.200615,12.664739,39.326088,1.4698502,275.81522,0.82954097,1.3517313,7.9022889,7.4140201,7.986063,11.272791,13.220634,"cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","5"
"389","KUV34",1,"Inc","Dec","Inc","Dec","Dec","Dec",95,0.044,109.5,0.63013697,0.044,4.4774661,7.1390848,4.4774661,12.154779,12.296827,9.7721519,3.3155537,458.03799,0.31089124,0,0,6.4325929,8.7995272,9.8804388,13.727855,19.70652,0.12132911,153.64131,0.35342056,0.12132911,5.4916711,6.5608077,5.4916711,10.581852,12.635523,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","2"
"390","KUV34",2,"Dec","Inc","Dec","Inc","Sta","Dec",95,0.044,109.5,0.63013697,0.044,4.4774661,7.1390848,4.4774661,12.154779,12.296827,9.7721519,3.3155537,458.03799,0.31089124,0,0,6.4325929,8.7995272,9.8804388,13.727855,19.70652,0.12132911,153.64131,0.35342056,0.12132911,5.4916711,6.5608077,5.4916711,10.581852,12.635523,"cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"391","KUV35",1,"Dec","Inc","Dec","Inc","Dec","Dec",80,0.81461608,235,0.42553192,0.17423889,5.8535829,6.7464886,7.3958645,11.982929,13.060488,200.82278,0.14126563,10.759494,5.2883534,0.040587351,4.3967552,9.2664099,5.6438017,12.903325,9.9766912,258.15216,0,266.57608,0.071274213,0,0,4.9597311,0,13.154451,13.186563,"cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"392","KUV35",2,"Inc","Dec","Dec","Inc","Dec","Inc",80,0.81461608,235,0.42553192,0.17423889,5.8535829,6.7464886,7.3958645,11.982929,13.060488,200.82278,0.14126563,10.759494,5.2883534,0.040587351,4.3967552,9.2664099,5.6438017,12.903325,9.9766912,258.15216,0,266.57608,0.071274213,0,0,4.9597311,0,13.154451,13.186563,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"393","KUV36",1,"Dec","Inc","Dec","Inc","Dec","Inc",40,0.2525,331.5,0.10558069,0.052499998,4.6540508,5.3526454,6.2245622,11.289782,13.404531,56.582279,0.02981336,222.40506,0.32688105,0.02981336,4.0883851,6.4827456,4.0883851,11.636599,13.005403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"394","KUV37",1,"Inc","Dec","Dec","Dec","Dec","Dec",85,0.035176471,86,0.46511632,0.035176471,4.2537265,6.8354359,4.2537265,12.043553,12.05525,74.746834,0.011673737,579.62024,0.32918108,0.011673737,3.1523182,6.4897575,3.1523182,11.915009,13.963276,212.26086,0.47445095,352.98914,1.0158952,0.45093641,6.8044748,7.616673,6.8553066,12.958718,13.46734,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","2"
"395","KUV37",2,"Dec","Inc","Inc","Inc","Inc","Inc",85,0.035176471,86,0.46511632,0.035176471,4.2537265,6.8354359,4.2537265,12.043553,12.05525,74.746834,0.011673737,579.62024,0.32918108,0.011673737,3.1523182,6.4897575,3.1523182,11.915009,13.963276,212.26086,0.47445095,352.98914,1.0158952,0.45093641,6.8044748,7.616673,6.8553066,12.958718,13.46734,"cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","5"
"396","KUV38",1,"Inc","Dec","Dec","Inc","Dec","Dec",73,0.33468497,339.5,0.39469805,0.040958904,4.4058652,6.6712699,6.5063391,11.891362,13.428376,411.3924,0.024366649,451.13922,0.1542761,0.010501498,3.0469244,5.7319016,3.8867834,13.62045,13.712679,103.91304,0.028457081,386.1413,0.077432796,0.028457081,4.041853,5.0425992,4.041853,12.244457,13.557106,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"397","KUV38",2,"Dec","Dec","Inc","Dec","Inc","Dec",73,0.33468497,339.5,0.39469805,0.040958904,4.4058652,6.6712699,6.5063391,11.891362,13.428376,411.3924,0.024366649,451.13922,0.1542761,0.010501498,3.0469244,5.7319016,3.8867834,13.62045,13.712679,103.91304,0.028457081,386.1413,0.077432796,0.028457081,4.041853,5.0425992,4.041853,12.244457,13.557106,"cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","5"
"398","KUV39",1,"Inc","Dec","Dec","Sta","Inc","Dec",87,0.9912374,122,2.1311476,0.089655183,5.1891494,8.357563,7.5921016,12.066811,12.404923,85.443039,0.59359187,158.35443,1.6867225,0.59359187,7.07934,8.1236897,7.07934,12.048753,12.665738,29.608696,0.66293335,398.20654,0.26594239,0.31741488,6.4533596,6.2764306,7.1898222,10.988971,13.587873,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Sta","4"
"399","KUV39",2,"Inc","Dec","Inc","Dec","Dec","Dec",87,0.9912374,122,2.1311476,0.089655183,5.1891494,8.357563,7.5921016,12.066811,12.404923,85.443039,0.59359187,158.35443,1.6867225,0.59359187,7.07934,8.1236897,7.07934,12.048753,12.665738,29.608696,0.66293335,398.20654,0.26594239,0.31741488,6.4533596,6.2764306,7.1898222,10.988971,13.587873,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","2"
"400","KUV4",1,"Inc","Inc","Inc","Dec","Dec","Inc",131.60001,0.39234668,195,0.48717949,0.13451007,5.5948,6.8817806,6.6652946,12.480669,12.873902,18.417723,1.8900343,278.54431,0.76074064,0,0,7.3274403,8.2374973,10.514215,13.230479,103.04348,0.035577353,274.56522,0.21707046,0.035577353,4.2650537,6.0733747,4.2650537,12.236053,13.216091,"cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","5"
"401","KUV4",2,"Sta","Dec","Dec","Inc","Sta","Dec",131.60001,0.39234668,195,0.48717949,0.13451007,5.5948,6.8817806,6.6652946,12.480669,12.873902,18.417723,1.8900343,278.54431,0.76074064,0,0,7.3274403,8.2374973,10.514215,13.230479,103.04348,0.035577353,274.56522,0.21707046,0.035577353,4.2650537,6.0733747,4.2650537,12.236053,13.216091,"cat_assets_b_Sta","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","4"
"402","KUV40",1,"Inc","Dec","Dec","Inc","Inc","Inc",55,0.39315942,167.5,0.56716418,0.090545453,5.1990294,7.0337968,6.6673641,11.608235,12.721886,63.569622,0.1529799,403.86075,0.23522958,0.1529799,5.7234645,6.1537137,5.7234645,11.753038,13.601973,65.695648,0.44329098,198.86304,0.59739608,0.061722212,4.8158565,7.0857282,6.787375,11.785935,12.893518,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"403","KUV40",2,"Dec","Inc","Inc","Sta","Dec","Dec",55,0.39315942,167.5,0.56716418,0.090545453,5.1990294,7.0337968,6.6673641,11.608235,12.721886,63.569622,0.1529799,403.86075,0.23522958,0.1529799,5.7234645,6.1537137,5.7234645,11.753038,13.601973,65.695648,0.44329098,198.86304,0.59739608,0.061722212,4.8158565,7.0857282,6.787375,11.785935,12.893518,"cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Sta","4"
"404","KUV41",1,"Dec","Inc","Dec","Inc","Dec","Dec",40,2.8132501,313,1.2779553,2.4382501,8.4921827,7.8461642,8.6352425,11.289782,13.347106,53.696201,0.045968879,109.55697,2.3686306,0.045968879,4.5212302,8.4632149,4.5212302,11.584245,12.297347,40.190216,0.55169791,460.59784,0.31893331,0.30049407,6.3985782,6.4581318,7.0061488,11.294526,13.733428,"cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"405","KUV41",2,"Inc","Dec","Inc","Dec","Inc","Dec",40,2.8132501,313,1.2779553,2.4382501,8.4921827,7.8461642,8.6352425,11.289782,13.347106,53.696201,0.045968879,109.55697,2.3686306,0.045968879,4.5212302,8.4632149,4.5212302,11.584245,12.297347,40.190216,0.55169791,460.59784,0.31893331,0.30049407,6.3985782,6.4581318,7.0061488,11.294526,13.733428,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","2"
"406","KUV42",2,"Inc","Inc","Sta","Inc","Sta","Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.341774,0,81.582275,0.3885648,0,0,6.6556087,0,11.458296,12.002515,53.47826,0.50187564,156.19565,1.4955603,0.34520948,6.5373006,8.0034037,6.9115005,11.580177,12.652012,"cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Inc","3"
"407","KUV43",1,"Dec","Inc","Dec","Dec","Dec","Inc",37,0.26881081,239.5,0.21294363,0.21475676,6.0626588,6.0541801,6.2871585,11.211821,13.079456,19.86076,0,124.36709,0.3304733,0,0,6.4936752,0,10.589648,12.42414,222.91304,0.036226414,553.20654,0.12906572,0.0078511639,2.7578402,5.553484,4.2831264,13.007684,13.916634,"cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","5"
"408","KUV43",2,"Inc","Dec","Sta","Inc","Sta","Dec",37,0.26881081,239.5,0.21294363,0.21475676,6.0626588,6.0541801,6.2871585,11.211821,13.079456,19.86076,0,124.36709,0.3304733,0,0,6.4936752,0,10.589648,12.42414,222.91304,0.036226414,553.20654,0.12906572,0.0078511639,2.7578402,5.553484,4.2831264,13.007684,13.916634,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Inc","3"
"409","KUV44",1,"Dec","Inc","Dec","Dec","Inc","Dec",72,0.31536001,417.5,0.13652694,0.087749004,5.1676602,5.6096826,6.4468646,11.877568,13.635187,55.936707,0.19417515,56.455696,0.67309415,0.19191217,5.950192,7.2050328,5.9619145,11.625123,11.634358,124.43478,0.19058509,519.29346,0.2041235,0.16355717,5.790319,6.0118785,5.943253,12.424685,13.853372,"cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","5"
"410","KUV44",2,"Inc","Dec","Sta","Inc","Dec","Sta",72,0.31536001,417.5,0.13652694,0.087749004,5.1676602,5.6096826,6.4468646,11.877568,13.635187,55.936707,0.19417515,56.455696,0.67309415,0.19191217,5.950192,7.2050328,5.9619145,11.625123,11.634358,124.43478,0.19058509,519.29346,0.2041235,0.16355717,5.790319,6.0118785,5.943253,12.424685,13.853372,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Inc","3"
"411","KUV45",2,"Inc","Dec","Dec","Inc","Dec","Sta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.139244,0.21719413,215.82278,0.38086805,0.21719413,6.0739441,6.635602,6.0739441,11.933466,12.97536,349,0.048802603,558.42389,0.12159222,0.048802603,4.5810356,5.4938369,4.5810356,13.455975,13.926021,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"412","KUV46",1,"Dec","Inc","Dec","Inc","Dec","Dec",55,2.0014038,302,0.56291389,0.69844401,7.242003,7.0262747,8.2947512,11.608235,13.31133,164.55698,0.23493533,81.012657,0.85912496,0.099518664,5.2935176,7.4490619,6.152462,12.70416,11.995508,64.130432,0.21412967,158.96739,0.56049228,0.21412967,6.0597343,7.0219636,6.0597343,11.761822,12.669601,"cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"413","KUV46",2,"Inc","Dec","Sta","Dec","Inc","Sta",55,2.0014038,302,0.56291389,0.69844401,7.242003,7.0262747,8.2947512,11.608235,13.31133,164.55698,0.23493533,81.012657,0.85912496,0.099518664,5.2935176,7.4490619,6.152462,12.70416,11.995508,64.130432,0.21412967,158.96739,0.56049228,0.21412967,6.0597343,7.0219636,6.0597343,11.761822,12.669601,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Dec","3"
"414","KUV47",1,"Dec","Inc","Dec","Inc","Inc","Dec",75,0.45056,275.5,0.23593466,0.063893333,4.8504233,6.1567068,6.8036399,11.91839,13.21949,107.59494,0.32486498,31.518988,4.0166264,0.12725678,5.5393696,8.9913445,6.4765592,12.279276,11.051493,34.347828,0.15745635,87.826088,0.61940593,0.15745635,5.7523055,7.1219087,5.7523055,11.137442,12.076261,"cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"415","KUV47",2,"Inc","Dec","Dec","Dec","Inc","Sta",75,0.45056,275.5,0.23593466,0.063893333,4.8504233,6.1567068,6.8036399,11.91839,13.21949,107.59494,0.32486498,31.518988,4.0166264,0.12725678,5.5393696,8.9913445,6.4765592,12.279276,11.051493,34.347828,0.15745635,87.826088,0.61940593,0.15745635,5.7523055,7.1219087,5.7523055,11.137442,12.076261,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","2"
"416","KUV48",2,"Inc","Inc","Sta","Inc","Dec","Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.189874,0.91088521,137.02531,0.37000462,0.91088521,7.5075645,6.6066647,7.5075645,10.321531,12.521069,23.510868,0.92846143,198.01631,0.72165769,0.22814463,6.1231318,7.2746987,7.5266762,10.758366,12.889252,"cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Sta","cat_income_b_Inc","3"
"417","KUV5",2,"Inc","Inc","Dec","Inc","Inc","Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.658228,0.6888622,345.41141,0.25853229,0.093832925,5.2346911,6.2481713,7.228189,10.629016,13.445639,49.434784,0.50906372,417.77176,0.36215949,0.19903253,5.9866219,6.5852337,6.9257212,11.501556,13.635838,"cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"418","KUV50",1,"Dec","Inc","Dec","Inc","Dec","Dec",68,0.34600875,185,0.2972973,0.063920885,4.8508544,6.3878827,6.5396132,11.82041,12.821259,111.3924,0.14901581,36.835445,1.992646,0.053750247,4.6775818,8.2903662,5.6972108,12.313962,11.207363,67.934784,0,194.02174,0.069579832,0,0,4.9356737,0,11.81945,12.868873,"cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"419","KUV50",2,"Inc","Dec","Dec","Dec","Dec","Inc",68,0.34600875,185,0.2972973,0.063920885,4.8508544,6.3878827,6.5396132,11.82041,12.821259,111.3924,0.14901581,36.835445,1.992646,0.053750247,4.6775818,8.2903662,5.6972108,12.313962,11.207363,67.934784,0,194.02174,0.069579832,0,0,4.9356737,0,11.81945,12.868873,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","2"
"420","KUV51",2,"Inc","Dec","Dec","Inc","Dec","Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.316452,0.53397608,401.89874,0.61383623,0.24327838,6.1873579,7.1128759,6.9734993,11.780147,13.597103,132.78261,0.20084831,531.79346,0.33377621,0.1686984,5.8212686,6.5036201,5.9957032,12.489615,13.877157,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"421","KUV52",1,"Inc","Dec","Sta","Dec","Inc","Dec",52,0.51394868,202,0.43564355,0.1567359,5.7477198,6.7699728,6.9352717,11.552146,12.90917,20.50633,0.53966135,894.93671,0.30415559,0.53966135,6.9840899,6.4106894,6.9840899,10.621636,14.397655,16.983696,0.83253187,220.05435,0.17450233,0.055051569,4.7014999,5.8550935,7.4176192,10.433156,12.994777,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Dec","3"
"422","KUV52",2,"Dec","Dec","Inc","Dec","Dec","Inc",52,0.51394868,202,0.43564355,0.1567359,5.7477198,6.7699728,6.9352717,11.552146,12.90917,20.50633,0.53966135,894.93671,0.30415559,0.53966135,6.9840899,6.4106894,6.9840899,10.621636,14.397655,16.983696,0.83253187,220.05435,0.17450233,0.055051569,4.7014999,5.8550935,7.4176192,10.433156,12.994777,"cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","5"
"423","KUV6",1,"Inc","Inc","Dec","Dec","Dec","Sta",91,0.17342858,129,0.44961244,0.052549452,4.6549921,6.8015342,5.8489213,12.111762,12.460715,71.898735,0,318.98734,0.62447619,0,0,7.1300611,0,11.876162,13.366054,52.586956,0.59848505,444.94565,0.35847074,0.42507353,6.7454109,6.574996,7.0875492,11.563371,13.698854,"cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","5"
"424","KUV6",2,"Inc","Dec","Sta","Dec","Sta","Dec",91,0.17342858,129,0.44961244,0.052549452,4.6549921,6.8015342,5.8489213,12.111762,12.460715,71.898735,0,318.98734,0.62447619,0,0,7.1300611,0,11.876162,13.366054,52.586956,0.59848505,444.94565,0.35847074,0.42507353,6.7454109,6.574996,7.0875492,11.563371,13.698854,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Sta","cat_income_b_Dec","3"
"425","KUV7",1,"Dec","Inc","Dec","Dec","Inc","Dec",100,0.32169998,423.5,0.21251476,0.071699999,4.9656863,6.0521641,6.4667687,12.206073,13.649456,73.063293,0.12408826,31.70886,1.7944511,0.12408826,5.5141563,8.1856022,5.5141563,11.892229,11.057499,58.56522,1.4257752,500.59781,0.55613506,1.0283488,7.6288571,7.0141592,7.9556184,11.671043,13.816706,"cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Dec","5"
"426","KUV7",2,"Inc","Dec","Inc","Dec","Inc","Inc",100,0.32169998,423.5,0.21251476,0.071699999,4.9656863,6.0521641,6.4667687,12.206073,13.649456,73.063293,0.12408826,31.70886,1.7944511,0.12408826,5.5141563,8.1856022,5.5141563,11.892229,11.057499,58.56522,1.4257752,500.59781,0.55613506,1.0283488,7.6288571,7.0141592,7.9556184,11.671043,13.816706,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","2"
"427","KUV9",1,"Inc","Inc","Dec","Inc","Dec","Sta",30,0.72923219,264,0.22727273,0.22184071,6.0951118,6.1193027,7.28514,11.0021,13.176851,106.29114,0.40236291,393.10126,0.35410726,0.02653808,3.9720826,6.5627489,6.6905031,12.267084,13.574969,62.967392,0.22303243,606.46741,0.10866207,0.1440762,5.6635017,5.3814111,6.1004696,11.74352,14.008554,"cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Dec","cat_income_b_Inc","1"
"428","KUV9",2,"Inc","Dec","Dec","Dec","Inc","Dec",30,0.72923219,264,0.22727273,0.22184071,6.0951118,6.1193027,7.28514,11.0021,13.176851,106.29114,0.40236291,393.10126,0.35410726,0.02653808,3.9720826,6.5627489,6.6905031,12.267084,13.574969,62.967392,0.22303243,606.46741,0.10866207,0.1440762,5.6635017,5.3814111,6.1004696,11.74352,14.008554,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Dec","2"
"429","MAN1",1,"Inc","Inc","Inc","Dec","Inc","Sta",71,0.010492958,155,0.064516127,0.010492958,3.0461144,4.8601227,3.0461144,11.863583,12.644327,49.746834,0.50146866,214.93671,0.49502945,0.50146866,6.9106894,6.8977656,6.9106894,11.50785,12.971246,12.880435,2.3127127,197.71739,0.28980759,0.60288012,7.0948663,6.3623672,8.4393234,10.156612,12.887741,"cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","5"
"430","MAN1",2,"Sta","Dec","Inc","Dec","Inc","Sta",71,0.010492958,155,0.064516127,0.010492958,3.0461144,4.8601227,3.0461144,11.863583,12.644327,49.746834,0.50146866,214.93671,0.49502945,0.50146866,6.9106894,6.8977656,6.9106894,11.50785,12.971246,12.880435,2.3127127,197.71739,0.28980759,0.60288012,7.0948663,6.3623672,8.4393234,10.156612,12.887741,"cat_assets_b_Sta","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","4"
"431","MAN10",1,"Dec","Inc","Inc","Dec","Dec","Inc",168.25,0.1273104,187,0.54010695,0.081415914,5.0927558,6.9849153,5.5397906,12.726354,12.832011,101.43037,0.19441122,109.43037,0.94854838,0.019569462,3.6677697,7.5480804,5.9631295,12.220275,12.296191,18.695654,1.1420208,258.15216,0.35831583,0.50913393,6.9258595,6.574564,7.7337022,10.529194,13.154451,"cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","5"
"432","MAN10",2,"Inc","Dec","Inc","Dec","Inc","Dec",168.25,0.1273104,187,0.54010695,0.081415914,5.0927558,6.9849153,5.5397906,12.726354,12.832011,101.43037,0.19441122,109.43037,0.94854838,0.019569462,3.6677697,7.5480804,5.9631295,12.220275,12.296191,18.695654,1.1420208,258.15216,0.35831583,0.50913393,6.9258595,6.574564,7.7337022,10.529194,13.154451,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Dec","2"
"433","MAN11",2,"Inc","Dec","Inc","Inc","Inc","Dec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.316456,0.12656637,107.53164,0.43522075,0.051451944,4.6338897,6.769002,5.5339298,11.414573,12.278687,55.054348,0.67430991,366.63043,0.29430181,0.30432934,6.4112606,6.3777561,7.2068377,11.609223,13.505257,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Inc","cat_income_b_Inc","2"
"434","MAN12",1,"Dec","Dec","Dec","Inc","Dec","Inc",32,0.1425,151,0.60927153,0.1425,5.6525016,7.105412,5.6525016,11.066638,12.618182,54.848103,0.11447123,81.898727,0.38828442,0.02729548,4.0002036,6.6548867,5.4334898,11.60547,12.006386,60.869564,0.79490161,215.86957,0.50215507,0.26521459,6.2736902,6.9120569,7.371366,11.709636,12.975576,"cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"435","MAN12",2,"Inc","Inc","Inc","Inc","Inc","Dec",32,0.1425,151,0.60927153,0.1425,5.6525016,7.105412,5.6525016,11.066638,12.618182,54.848103,0.11447123,81.898727,0.38828442,0.02729548,4.0002036,6.6548867,5.4334898,11.60547,12.006386,60.869564,0.79490161,215.86957,0.50215507,0.26521459,6.2736902,6.9120569,7.371366,11.709636,12.975576,"cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Inc","5"
"436","MAN13",1,"Dec","Inc","Inc","Dec","Inc","Inc",48,0.33427083,200,0.22499999,0.084270842,5.1272182,6.1092525,6.5051012,11.472103,12.89922,18.227848,1.2946228,109.87342,1.8721544,1.2390671,7.8152614,8.2279921,7.8591218,10.503853,12.300231,123.36957,0.32134482,341.57608,0.34165156,0.12077007,5.4870529,6.5269408,6.4656644,12.416087,13.434473,"cat_assets_b_Dec","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","5"
"437","MAN13",2,"Inc","Dec","Dec","Inc","Dec","Inc",48,0.33427083,200,0.22499999,0.084270842,5.1272182,6.1092525,6.5051012,11.472103,12.89922,18.227848,1.2946228,109.87342,1.8721544,1.2390671,7.8152614,8.2279921,7.8591218,10.503853,12.300231,123.36957,0.32134482,341.57608,0.34165156,0.12077007,5.4870529,6.5269408,6.4656644,12.416087,13.434473,"cat_assets_b_Inc","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"438","MAN14",1,"Inc","Inc","Inc","Dec","Inc","Inc",92,0.052707139,170,0.14705883,0.041837573,4.4270849,5.6839914,4.6579881,12.122691,12.736701,47.088608,0.75182891,445.44302,0.48311454,0.75182891,7.3156562,6.8734021,7.3156562,11.452933,13.699972,134.02174,0.078130029,254.94565,0.21651672,0.038255848,4.3376145,6.0708203,5.0515628,12.498904,13.141953,"cat_assets_b_Inc","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","5"
"439","MAN14",2,"Dec","Dec","Dec","Inc","Dec","Dec",92,0.052707139,170,0.14705883,0.041837573,4.4270849,5.6839914,4.6579881,12.122691,12.736701,47.088608,0.75182891,445.44302,0.48311454,0.75182891,7.3156562,6.8734021,7.3156562,11.452933,13.699972,134.02174,0.078130029,254.94565,0.21651672,0.038255848,4.3376145,6.0708203,5.0515628,12.498904,13.141953,"cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
"440","MAN15",1,"Sta","Inc","Inc","Dec","Inc","Dec",64.5,0.45736435,406,0.35714287,0.24031007,6.1750817,6.5712848,6.8186288,11.767568,13.607256,18.227848,2.6799879,441.26584,1.00393,1.8809704,8.2326899,7.604825,8.5867147,10.503853,13.69055,76.739128,0.2747066,198.31522,0.28943822,0.11489057,5.4371462,6.3610921,6.3088541,11.941314,12.89076,"cat_assets_b_Sta","cat_DAR_b_Inc","cat_DSR_b_Inc","cat_income_b_Dec","4"
"441","MAN15",2,"Dec","Dec","Dec","Inc","Dec","Dec",64.5,0.45736435,406,0.35714287,0.24031007,6.1750817,6.5712848,6.8186288,11.767568,13.607256,18.227848,2.6799879,441.26584,1.00393,1.8809704,8.2326899,7.604825,8.5867147,10.503853,13.69055,76.739128,0.2747066,198.31522,0.28943822,0.11489057,5.4371462,6.3610921,6.3088541,11.941314,12.89076,"cat_assets_b_Dec","cat_DAR_b_Dec","cat_DSR_b_Dec","cat_income_b_Inc","1"
