HHID_panel,time,panelvar,annualincome,dsr,loanamount,assets_noland,dar,isr,ihs_isr,ihs_dar,ihs_dsr,ihs_loanamount,ihs_annualincome,ihs_assets_noland,euc_annualincome,sbd_annualincome,euc_assets_noland,sbd_assets_noland,euc_loanamount,sbd_loanamount,euc_dsr,sbd_dsr,euc_isr,sbd_isr,euc_dar,sbd_dar,year
KUV6,1,KUV6,91,.17342858,58,129,.44961244,.052549452,4.6549921,6.8015342,5.8489213,11.661345,12.111762,12.460715,1,Inc-Dec,3,Inc-Inc,3,Inc-Inc,3,Dec-Inc,3,1,1,Dec-Dec,2010
KUV6,2,KUV6,71.898735,0,199.2,318.98734,.62447619,0,0,7.1300611,0,12.895212,11.876162,13.366054,1,Inc-Dec,3,Inc-Inc,3,Inc-Inc,3,Dec-Inc,3,1,1,Dec-Dec,2016
KUV6,3,KUV6,52.586956,.59848505,159.5,444.94565,.35847074,.42507353,6.7454109,6.574996,7.0875492,12.672946,11.563371,13.698854,1,Inc-Dec,3,Inc-Inc,3,Inc-Inc,3,Dec-Inc,3,1,1,Dec-Dec,2020
KUV9,1,KUV9,30,.72923219,60,264,.22727273,.22184071,6.0951118,6.1193027,7.28514,11.695247,11.0021,13.176851,1,Inc-Dec,4,Inc-Inc,4,Inc-Inc,2,Dec-Dec,2,2,3,Dec-Dec,2010
KUV9,2,KUV9,106.29114,.40236291,139.2,393.10126,.35410726,.02653808,3.9720826,6.5627489,6.6905031,12.536814,12.267084,13.574969,1,Inc-Dec,4,Inc-Inc,4,Inc-Inc,2,Dec-Dec,2,2,3,Dec-Dec,2016
KUV9,3,KUV9,62.967392,.22303243,65.900002,606.46741,.10866207,.1440762,5.6635017,5.3814111,6.1004696,11.789041,11.74352,14.008554,1,Inc-Dec,4,Inc-Inc,4,Inc-Inc,2,Dec-Dec,2,2,3,Dec-Dec,2020
MAN10,1,MAN10,168.25,.1273104,101,187,.54010695,.081415914,5.0927558,6.9849153,5.5397906,12.216023,12.726354,12.832011,1,Sta-Dec,1,Dec-Inc,4,Inc-Inc,4,Inc-Inc,2,2,1,Dec-Dec,2010
MAN10,2,MAN10,101.43037,.19441122,103.8,109.43037,.94854838,.019569462,3.6677697,7.5480804,5.9631295,12.243368,12.220275,12.296191,1,Sta-Dec,1,Dec-Inc,4,Inc-Inc,4,Inc-Inc,2,2,1,Dec-Dec,2016
MAN10,3,MAN10,18.695654,1.1420208,92.5,258.15216,.35831583,.50913393,6.9258595,6.574564,7.7337022,12.128111,10.529194,13.154451,1,Sta-Dec,1,Dec-Inc,4,Inc-Inc,4,Inc-Inc,2,2,1,Dec-Dec,2020
MAN12,1,MAN12,32,.1425,92,151,.60927153,.1425,5.6525016,7.105412,5.6525016,12.122691,11.066638,12.618182,4,Dec-Inc,1,Dec-Inc,4,Dec-Inc,4,Inc-Inc,2,2,1,Dec-Dec,2010
MAN12,2,MAN12,54.848103,.11447123,31.799999,81.898727,.38828442,.02729548,4.0002036,6.6548867,5.4334898,11.060369,11.60547,12.006386,4,Dec-Inc,1,Dec-Inc,4,Dec-Inc,4,Inc-Inc,2,2,1,Dec-Dec,2016
MAN12,3,MAN12,60.869564,.79490161,108.4,215.86957,.50215507,.26521459,6.2736902,6.9120569,7.371366,12.286731,11.709636,12.975576,4,Dec-Inc,1,Dec-Inc,4,Dec-Inc,4,Inc-Inc,2,2,1,Dec-Dec,2020
MAN20,1,MAN20,71,.041971833,63,128,.4921875,.041971833,4.4302878,6.8920078,4.4302878,11.744038,11.863583,12.452932,1,Inc-Dec,3,Inc-Inc,4,Inc-Inc,3,Inc-Inc,3,2,1,Dec-Dec,2010
MAN20,2,MAN20,872.65826,.012953293,145.5,253.03796,.57501251,.0042500724,2.1536448,7.0475397,3.2559838,12.581079,14.372446,13.134442,1,Inc-Dec,3,Inc-Inc,4,Inc-Inc,3,Inc-Inc,3,2,1,Dec-Dec,2016
MAN20,3,MAN20,29.673912,.10758888,58.700001,245.10869,.23948559,.10758888,5.3714862,6.1716447,5.3714862,11.673342,10.991171,13.102604,1,Inc-Dec,3,Inc-Inc,4,Inc-Inc,3,Inc-Inc,3,2,1,Dec-Dec,2020
MAN31,1,MAN31,173,.039884392,68,60,1.1333333,.005202312,2.3513622,7.7260656,4.3792892,11.82041,12.754194,11.695247,2,Dec-Sta,1,Inc-Inc,4,Inc-Inc,5,INC-INC,2,4,1,Dec-Dec,2010
MAN31,2,MAN31,21.075949,.08839485,53.799999,146.39241,.36750537,.08839485,5.174993,6.5998869,5.174993,11.586176,10.649035,12.587193,2,Dec-Sta,1,Inc-Inc,4,Inc-Inc,5,INC-INC,2,4,1,Dec-Dec,2016
MAN31,3,MAN31,15.108695,1.1795801,65.300003,226.35869,.28848022,.37119511,6.6098766,6.3577766,7.7660613,11.779895,10.316173,13.023024,2,Dec-Sta,1,Inc-Inc,4,Inc-Inc,5,INC-INC,2,4,1,Dec-Dec,2020
MAN39,1,MAN39,33,1.2256061,59.5,108,.55092591,.26499999,6.2728806,7.0047483,7.804338,11.686879,11.09741,12.283033,1,Inc-Dec,1,Inc-Inc,1,Inc-Dec,4,Inc-Inc,2,4,1,Dec-Dec,2010
MAN39,2,MAN39,89.620255,.15889829,91.800003,141.4557,.64896643,.15889829,5.7614217,7.1685286,5.7614217,12.120515,12.096484,12.552889,1,Inc-Dec,1,Inc-Inc,1,Inc-Dec,4,Inc-Inc,2,4,1,Dec-Dec,2016
MAN39,3,MAN39,14.945652,.79090911,30.9,121.46739,.25438926,.79090911,7.3663306,6.2320166,7.3663306,11.031658,10.305323,12.400548,1,Inc-Dec,1,Inc-Inc,1,Inc-Dec,4,Inc-Inc,2,4,1,Dec-Dec,2020
MAN46,1,MAN46,149,.0049999999,446,410,1.0878049,.0049999999,2.3124382,7.6850643,2.3124382,13.701221,12.604849,13.61706,1,Sta-Dec,2,DEC-INC,3,Dec-Inc,5,INC-INC,2,4,1,Dec-Dec,2010
MAN46,2,MAN46,57.721516,.32549754,44.400002,60.632912,.73227561,.10020427,5.3003831,7.2893047,6.4785042,11.394142,11.656532,11.70574,1,Sta-Dec,2,DEC-INC,3,Dec-Inc,5,INC-INC,2,4,1,Dec-Dec,2016
MAN46,3,MAN46,25.489132,1.9314653,143.89999,320.38043,.44915351,.95930511,7.5593567,6.8005133,8.259181,12.570021,10.839154,13.370412,1,Sta-Dec,2,DEC-INC,3,Dec-Inc,5,INC-INC,2,4,1,Dec-Dec,2020
MAN52,1,MAN52,120,.79500002,680,525.5,1.2940058,.54500002,6.9939337,7.8586454,7.3714895,14.122995,12.388394,13.865252,1,Inc-Dec,4,Dec-Dec,3,Inc-Dec,2,Dec-Dec,2,3,3,Dec-Dec,2010
MAN52,2,MAN52,168.35443,.28677204,134.89999,448.03799,.30109051,.20068797,5.9949045,6.4005609,6.3518376,12.505436,12.726974,13.705781,1,Inc-Dec,4,Dec-Dec,3,Inc-Dec,2,Dec-Dec,2,3,3,Dec-Dec,2016
MAN52,3,MAN52,43.043476,.066791102,51.700001,284.23914,.1818891,.019083174,3.6426399,5.8965521,4.894773,11.54636,11.363113,13.250718,1,Inc-Dec,4,Dec-Dec,3,Inc-Dec,2,Dec-Dec,2,3,3,Dec-Dec,2020
MANAM14,1,MANAM14,130,.31117451,105,427,.24590164,.046179153,4.5257931,6.1980829,6.4335036,12.254863,12.468437,13.657686,2,Sta-Dec,4,Inc-Inc,3,Inc-Dec,4,INC-INC,2,2,3,Dec-Dec,2010
MANAM14,2,MANAM14,132.91139,.58285183,234.10001,956.3924,.24477401,.17260624,5.8441687,6.1934867,7.0610809,13.056651,12.490585,14.46407,2,Sta-Dec,4,Inc-Inc,3,Inc-Dec,4,INC-INC,2,2,3,Dec-Dec,2016
MANAM14,3,MANAM14,.54347825,30.607538,68,410.48914,.16565603,20.707537,10.6314,5.8030701,11.022149,11.82041,6.991138,13.618252,2,Sta-Dec,4,Inc-Inc,3,Inc-Dec,4,INC-INC,2,2,3,Dec-Dec,2020
MANAM15,1,MANAM15,96,.064208336,40.200001,134.5,.29888475,.064208336,4.855341,6.393208,4.855341,11.294769,12.165251,12.502466,3,Dec-Inc,3,Dec-Inc,4,Inc-Inc,5,Inc-Inc,3,1,3,Dec-Dec,2010
MANAM15,2,MANAM15,66.075951,.16123758,67.400002,129.49367,.5204888,0,0,6.9479165,5.7760358,11.811547,11.791707,12.464535,3,Dec-Inc,3,Dec-Inc,4,Inc-Inc,5,Inc-Inc,3,1,3,Dec-Dec,2016
MANAM15,3,MANAM15,130.43478,.18746009,54.599998,293.42392,.18607889,.040991612,4.4066634,5.9193249,5.9267201,11.600936,12.471776,13.282521,3,Dec-Inc,3,Dec-Inc,4,Inc-Inc,5,Inc-Inc,3,1,3,Dec-Dec,2020
MANAM21,1,MANAM21,76,.63522369,72.5,333,.21771772,.082592107,5.1070981,6.0763516,7.1471252,11.884489,11.931636,13.409045,3,Dec-Inc,3,Dec-Dec,4,Inc-Inc,2,Dec-Dec,3,2,3,Dec-Dec,2010
MANAM21,2,MANAM21,97.974686,.18965799,52.5,291.64557,.180013,.009031008,2.8968625,5.8861837,5.9383764,11.561716,12.185612,13.276442,3,Dec-Inc,3,Dec-Dec,4,Inc-Inc,2,Dec-Dec,3,2,3,Dec-Dec,2016
MANAM21,3,MANAM21,363.78259,.042657934,49.700001,352.01086,.14118883,.038667958,4.3483257,5.6432581,4.4464979,11.506907,13.497458,13.464564,3,Dec-Inc,3,Dec-Dec,4,Inc-Inc,2,Dec-Dec,3,2,3,Dec-Dec,2020
MANAM24,1,MANAM24,104,.27188298,45,184.5,.24390243,.061183594,4.8070931,6.1899195,6.2985225,11.407565,12.245294,12.818552,3,Dec-Inc,3,Dec-Inc,4,Inc-Inc,3,Dec-Inc,3,1,3,Dec-Dec,2010
MANAM24,2,MANAM24,59.050636,0,81.599998,340.44305,.23968765,0,0,6.1724882,0,12.002731,11.679297,13.43115,3,Dec-Inc,3,Dec-Inc,4,Inc-Inc,3,Dec-Inc,3,1,3,Dec-Dec,2016
MANAM24,3,MANAM24,321.81522,.040024318,183.89999,1418.3152,.12966087,.010977135,3.0910299,5.5580845,4.3827906,12.815294,13.37488,14.858128,3,Dec-Inc,3,Dec-Inc,4,Inc-Inc,3,Dec-Inc,3,1,3,Dec-Dec,2020
MANAM38,1,MANAM38,25,.26980001,2380,116,20.517241,.26980001,6.2908316,10.622168,6.2908316,15.375758,10.819778,12.354492,3,Inc-Dec,1,Dec-Inc,3,Dec-Inc,2,Dec-Dec,3,1,4,Dec-Dec,2010
MANAM38,2,MANAM38,159.49367,.22466892,84.199997,72.088608,1.168007,0,0,7.7562013,6.10778,12.034098,12.672907,11.878798,3,Inc-Dec,1,Dec-Inc,3,Dec-Inc,2,Dec-Dec,3,1,4,Dec-Dec,2016
MANAM38,3,MANAM38,105.43478,.095879212,79.900002,206.95651,.38607144,.068170182,4.9152083,6.6491714,5.2562637,11.981678,12.258995,12.933412,3,Inc-Dec,1,Dec-Inc,3,Dec-Inc,2,Dec-Dec,3,1,4,Dec-Dec,2020
MANAM39,1,MANAM39,96,1.0381982,215,150.5,1.4285715,.18539441,5.9156399,7.9575777,7.6383896,12.97154,12.165251,12.614865,1,Inc-Dec,3,Inc-Inc,3,Inc-Inc,4,Inc-Inc,2,2,1,Dec-Dec,2010
MANAM39,2,MANAM39,99.873421,.29775187,148.7,264.11395,.56301463,.097198002,5.2699237,7.0264535,6.3894105,12.602834,12.204806,13.177283,1,Inc-Dec,3,Inc-Inc,3,Inc-Inc,4,Inc-Inc,2,2,1,Dec-Dec,2016
MANAM39,3,MANAM39,71.08696,.8407681,157.5,249.34782,.63164777,.47942361,6.8657327,7.1414795,7.4274635,12.660328,11.864806,13.119751,1,Inc-Dec,3,Inc-Inc,3,Inc-Inc,4,Inc-Inc,2,2,1,Dec-Dec,2020
MANAM41,1,MANAM41,144,.33332062,85,244,.34836066,.12966903,5.5581474,6.5463877,6.5022545,12.043553,12.570716,13.098071,3,Inc-Dec,4,Inc-Inc,3,Inc-Inc,2,Inc-Inc,3,1,3,Dec-Dec,2010
MANAM41,2,MANAM41,195.94937,.26350144,193,441.83542,.43681422,0,0,6.7726564,6.2672095,12.863593,12.878758,13.69184,3,Inc-Dec,4,Inc-Inc,3,Inc-Inc,2,Inc-Inc,3,1,3,Dec-Dec,2016
MANAM41,3,MANAM41,103.36956,.36262426,101.1,1031.0869,.098051876,.25073719,6.2175565,5.2786698,6.5865164,12.217012,12.239213,14.539271,3,Inc-Dec,4,Inc-Inc,3,Inc-Inc,2,Inc-Inc,3,1,3,Dec-Dec,2020
MANAM8,1,MANAM8,200,.28788787,140,322,.43478259,.035,4.2486992,6.7679944,6.3557215,12.542545,12.89922,13.375454,4,Dec-Inc,3,Dec-Inc,4,Dec-Inc,2,Dec-Dec,2,4,1,Dec-Dec,2010
MANAM8,2,MANAM8,31.518988,.92220908,55.700001,230.88606,.24124454,.1255265,5.5256801,6.1789627,7.5199194,11.620883,11.051493,13.042827,4,Dec-Inc,3,Dec-Inc,4,Dec-Inc,2,Dec-Dec,2,4,1,Dec-Dec,2016
MANAM8,3,MANAM8,121.32609,.2370147,109.2,359.40216,.3038379,.096057512,5.2581215,6.4096441,6.161274,12.294084,12.399384,13.485345,4,Dec-Inc,3,Dec-Inc,4,Dec-Inc,2,Dec-Dec,2,4,1,Dec-Dec,2020
NAT15,1,NAT15,118.8,0,96,277,.3465704,0,0,6.5412354,0,12.165251,12.378344,13.22492,1,Sta-Dec,1,Dec-Dec,4,Inc-Inc,5,INC-INC,2,4,1,Dec-Dec,2010
NAT15,2,NAT15,82.025322,.12222508,60.900002,234.11392,.26012978,.044481561,4.488348,6.2543316,5.4990282,11.710135,12.007931,13.05671,1,Sta-Dec,1,Dec-Dec,4,Inc-Inc,5,INC-INC,2,4,1,Dec-Dec,2016
NAT15,3,NAT15,15.923913,.77832341,57,176.90218,.32221198,.17064846,5.8327613,6.468359,7.3502898,11.643953,10.368725,12.7765,1,Sta-Dec,1,Dec-Dec,4,Inc-Inc,5,INC-INC,2,4,1,Dec-Dec,2020
NAT16,1,NAT16,112.8,.21276595,140,282,.49645388,.079787232,5.0725498,6.9006386,6.0533452,12.542545,12.326519,13.242809,3,Dec-Inc,3,Dec-Inc,4,Dec-Inc,2,Inc-Inc,3,1,1,Dec-Dec,2010
NAT16,2,NAT16,61.398735,.25518617,65,160.56963,.40480882,0,0,6.6965637,6.2351446,11.77529,11.718291,12.67963,3,Dec-Inc,3,Dec-Inc,4,Dec-Inc,2,Inc-Inc,3,1,1,Dec-Dec,2016
NAT16,3,NAT16,96.065216,.40806016,88.599998,392.77176,.22557631,.099413253,5.2924581,6.1118107,6.7045631,12.085034,12.16593,13.574131,3,Dec-Inc,3,Dec-Inc,4,Dec-Inc,2,Inc-Inc,3,1,1,Dec-Dec,2020
NAT18,1,NAT18,64,.71073878,80,280,.2857143,.16942987,5.8255949,6.3481426,7.2594528,11.982929,11.759786,13.235692,3,Dec-Inc,3,Dec-Inc,4,Dec-Inc,1,Sta-Dec,1,5,3,Dec-Dec,2010
NAT18,2,NAT18,30.000002,.25673583,28.5,164.05064,.17372684,.20804386,6.0309019,5.8506398,6.2411985,10.950807,11.0021,12.701077,3,Dec-Inc,3,Dec-Inc,4,Dec-Inc,1,Sta-Dec,1,5,3,Dec-Dec,2016
NAT18,3,NAT18,236.41304,.0011494253,57.900002,347.82608,.16646251,0,0,5.8079262,.98318899,11.65962,13.066483,13.452605,3,Dec-Inc,3,Dec-Inc,4,Dec-Inc,1,Sta-Dec,1,5,3,Dec-Dec,2020
NAT44,1,NAT44,70.5,0,64,199,.32160804,0,0,6.4664831,0,11.759786,11.856515,12.894207,4,Dec-Inc,3,Inc-Inc,4,Inc-Inc,5,INC-INC,2,4,1,Dec-Dec,2010
NAT44,2,NAT44,26.265823,.70921308,81.699997,219.55698,.37211299,.29041785,6.364471,6.6123466,7.2573037,12.003957,10.869171,12.992515,4,Dec-Inc,3,Inc-Inc,4,Inc-Inc,5,INC-INC,2,4,1,Dec-Dec,2016
NAT44,3,NAT44,47.152176,.84632856,114.9,361.46738,.317871,.56911451,7.0372295,6.4547954,7.4340553,12.344965,11.454283,13.491075,4,Dec-Inc,3,Inc-Inc,4,Inc-Inc,5,INC-INC,2,4,1,Dec-Dec,2020
NAT47,1,NAT47,30,1.0484396,285,224.5,1.2694877,1.0484396,7.6482058,7.8395162,7.6482058,13.253391,11.0021,13.014778,3,Inc-Dec,4,Inc-Inc,3,Inc-Dec,2,Dec-Dec,1,5,4,Dec-Dec,2010
NAT47,2,NAT47,215.18988,.23461321,569.70001,696.51898,.81792468,.15400477,5.7301412,7.3999176,6.1510901,13.946012,12.972424,14.146997,3,Inc-Dec,4,Inc-Inc,3,Inc-Dec,2,Dec-Dec,1,5,4,Dec-Dec,2016
NAT47,3,NAT47,79.347824,.10381702,89.699997,628.36957,.14275038,0,0,5.6542568,5.3358002,12.097373,11.974744,14.044031,3,Inc-Dec,4,Inc-Inc,3,Inc-Dec,2,Dec-Dec,1,5,4,Dec-Dec,2020
ORA14,1,ORA14,44,4.8652458,351,247.5,1.4181818,1.406273,7.9418454,7.9502783,9.1830196,13.461689,11.385092,13.112313,1,Inc-Dec,4,Inc-Inc,3,Inc-Dec,4,Dec-Dec,2,4,1,Dec-Dec,2010
ORA14,2,ORA14,57.911392,4.4516931,626.59998,1441.6456,.4346422,1.9197326,8.253088,6.7676716,9.0941868,14.041211,11.659817,14.874443,1,Inc-Dec,4,Inc-Inc,3,Inc-Dec,4,Dec-Dec,2,4,1,Dec-Dec,2016
ORA14,3,ORA14,16.195652,2.3428266,89,213.80435,.41626844,1.1808492,7.7671366,6.7244787,8.452261,12.089539,10.385645,12.965964,1,Inc-Dec,4,Inc-Inc,3,Inc-Dec,4,Dec-Dec,2,4,1,Dec-Dec,2020
ORA15,1,ORA15,130,1.2846153,505,171.5,2.9446063,.43846154,6.7764206,8.6808777,7.8513618,13.82546,12.468437,12.745485,1,Inc-Dec,3,Inc-Inc,3,Inc-Inc,4,Inc-Inc,2,4,1,Dec-Dec,2010
ORA15,2,ORA15,87.594933,2.1621668,617.20001,490.18988,1.2591039,.77767354,7.3494544,7.8313026,8.3720131,14.026095,12.073626,13.795695,1,Inc-Dec,3,Inc-Inc,3,Inc-Inc,4,Inc-Inc,2,4,1,Dec-Dec,2016
ORA15,3,ORA15,54.739132,7.0374694,551.59998,261.95651,2.1056929,.62042594,7.1235542,8.3455467,9.5521507,13.913726,11.603481,13.169081,1,Inc-Dec,3,Inc-Inc,3,Inc-Inc,4,Inc-Inc,2,4,1,Dec-Dec,2020
ORA21,1,ORA21,78,.13653846,85,160,.53125,.13653846,5.609767,6.9683809,5.609767,12.043553,11.957611,12.676076,1,Inc-Dec,1,Inc-Inc,1,Inc-Dec,1,Sta-Dec,1,5,3,Dec-Dec,2010
ORA21,2,ORA21,189.87341,.30431789,139.2,315.37973,.44137269,.084963843,5.1354074,6.7830381,6.4112229,12.536814,12.84726,13.35468,1,Inc-Dec,1,Inc-Inc,1,Inc-Dec,1,Sta-Dec,1,5,3,Dec-Dec,2016
ORA21,3,ORA21,70.760864,0,24.5,156.73912,.15631069,0,0,5.7450032,0,10.799576,11.860209,12.655485,1,Inc-Dec,1,Inc-Inc,1,Inc-Dec,1,Sta-Dec,1,5,3,Dec-Dec,2020
ORA25,1,ORA25,183,.37291893,118,320,.36875001,.087945551,5.1698976,6.6032681,6.6145101,12.371587,12.810389,13.369224,4,Dec-Sta,3,Dec-Inc,4,Dec-Inc,4,Inc-Inc,2,4,1,Dec-Dec,2010
ORA25,2,ORA25,6.329114,4.4309998,47.5,184.05063,.25808117,1.6309999,8.0900955,6.2464252,9.0895281,11.461632,9.446063,12.816113,4,Dec-Sta,3,Dec-Inc,4,Dec-Inc,4,Inc-Inc,2,4,1,Dec-Dec,2016
ORA25,3,ORA25,49.130436,.8119635,187.60001,681.84784,.27513471,.17940617,5.8828073,6.3104115,7.3926029,12.835215,11.495381,14.125709,4,Dec-Sta,3,Dec-Inc,4,Dec-Inc,4,Inc-Inc,2,4,1,Dec-Dec,2020
ORA27,1,ORA27,82,.63414633,77,251.5,.30616301,.085365862,5.1401277,6.4172678,7.1454277,11.944708,12.007622,13.128345,3,Dec-Inc,4,Inc-Inc,3,Inc-Inc,2,Dec-Dec,2,4,3,Dec-Dec,2010
ORA27,2,ORA27,106.96203,.56112766,158.3,578.6076,.27358782,.47497505,6.8564105,6.3047733,7.0230966,12.665395,12.273376,13.961527,3,Dec-Inc,4,Inc-Inc,3,Inc-Inc,2,Dec-Dec,2,4,3,Dec-Dec,2016
ORA27,3,ORA27,339.78262,.25225407,115.8,832.98907,.13901743,.072135501,4.9717417,5.6277595,6.223588,12.352767,13.429209,14.325923,3,Dec-Inc,4,Inc-Inc,3,Inc-Inc,2,Dec-Dec,2,4,3,Dec-Dec,2020
ORA28,1,ORA28,57,1.1077552,90,173,.52023119,.23553972,6.1550312,6.9474216,7.703238,12.100712,11.643953,12.754194,4,Dec-Inc,3,Inc-Inc,4,Dec-Inc,3,Dec-Inc,3,1,1,Dec-Dec,2010
ORA28,2,ORA28,35.443039,0,47.5,260.37973,.18242589,0,0,5.8994985,0,11.461632,11.168829,13.163044,4,Dec-Inc,3,Inc-Inc,4,Dec-Inc,3,Dec-Inc,3,1,1,Dec-Dec,2016
ORA28,3,ORA28,55.217392,1.289977,197,495.1087,.39789242,.1476378,5.6879206,6.6793303,7.8555269,12.884107,11.612181,13.80568,4,Dec-Inc,3,Inc-Inc,4,Dec-Inc,3,Dec-Inc,3,1,1,Dec-Dec,2020
ORA32,1,ORA32,217,.11419355,110,188.5,.58355439,.022027649,3.7859604,7.0622854,5.4310613,12.301383,12.9808,12.84,3,Inc-Dec,3,Dec-Inc,3,Inc-Inc,2,Inc-Inc,2,4,1,Dec-Dec,2010
ORA32,2,ORA32,136.70886,.21171694,126.6,174.93671,.72369033,.21171694,6.0484028,7.2775111,6.0484028,12.441935,12.518756,12.765326,3,Inc-Dec,3,Dec-Inc,3,Inc-Inc,2,Inc-Inc,2,4,1,Dec-Dec,2016
ORA32,3,ORA32,92.913048,.21201189,109.8,275.70651,.39824954,.13489628,5.5976672,6.6802278,6.0497952,12.299563,12.132566,13.22024,3,Inc-Dec,3,Dec-Inc,3,Inc-Inc,2,Inc-Inc,2,4,1,Dec-Dec,2020
ORA33,1,ORA33,72.5,.070344828,68,102.5,.66341472,.070344828,4.9466071,7.1905479,4.9466071,11.82041,11.884489,12.230765,1,Inc-Dec,3,Inc-Inc,4,Inc-Inc,5,Inc-Inc,3,1,1,Dec-Dec,2010
ORA33,2,ORA33,131.39241,.033477839,62,429.3671,.14439858,0,0,5.6657367,4.2042537,11.728037,12.479091,13.663215,1,Inc-Dec,3,Inc-Inc,4,Inc-Inc,5,Inc-Inc,3,1,1,Dec-Dec,2016
ORA33,3,ORA33,25.733694,.95725721,140.8,404.56522,.34802794,.5955863,7.0826941,6.5454321,7.5572195,12.548243,10.848703,13.603715,1,Inc-Dec,3,Inc-Inc,4,Inc-Inc,5,Inc-Inc,3,1,1,Dec-Dec,2020
ORA36,1,ORA36,110,.087272733,120,376.5,.31872511,.087272733,5.1622181,6.4574785,5.1622181,12.388394,12.301383,13.53182,4,Dec-Inc,4,Dec-Inc,4,Inc-Inc,2,Inc-Inc,2,4,3,Dec-Dec,2010
ORA36,2,ORA36,24.683544,.4574385,63.900002,312.40506,.20454215,.4574385,6.8187909,6.013927,6.8187909,11.758222,10.807039,13.345203,4,Dec-Inc,4,Dec-Inc,4,Inc-Inc,2,Inc-Inc,2,4,3,Dec-Dec,2016
ORA36,3,ORA36,164.34782,.19800018,85.099998,500.76089,.16994138,.10499679,5.3470998,5.8286095,5.9814215,12.044729,12.702888,13.817031,4,Dec-Inc,4,Dec-Inc,4,Inc-Inc,2,Inc-Inc,2,4,3,Dec-Dec,2020
ORA38,1,ORA38,66,1.1090908,230,188,1.2234043,.4878788,6.8832154,7.8025398,7.7044435,13.038981,11.790557,12.837344,3,Dec-Inc,4,Inc-Inc,3,Inc-Dec,1,Sta-Dec,1,3,3,Dec-Dec,2010
ORA38,2,ORA38,75.949364,.051466443,79.099998,419.43039,.1885891,.051466443,4.6341715,5.932725,4.6341715,11.971616,11.930969,13.6398,3,Dec-Inc,4,Inc-Inc,3,Inc-Dec,1,Sta-Dec,1,3,3,Dec-Dec,2016
ORA38,3,ORA38,135.43478,.0027845758,64.099998,816.84784,.078472383,.0027845758,1.7480284,5.0559344,1.7480284,11.761347,12.509393,14.306355,3,Dec-Inc,4,Inc-Inc,3,Inc-Dec,1,Sta-Dec,1,3,3,Dec-Dec,2020
ORA41,1,ORA41,30.299999,.6057291,92,185,.49729729,.43109217,6.7594705,6.9023361,7.0995808,12.122691,11.012051,12.821259,3,Dec-Inc,3,Inc-Inc,3,Inc-Inc,2,Dec-Dec,2,3,1,Dec-Dec,2010
ORA41,2,ORA41,70.569618,.39788124,173.89999,301.36075,.57704926,.21775571,6.0765262,7.0510755,6.6793022,12.759383,11.857502,13.309211,3,Dec-Inc,3,Inc-Inc,3,Inc-Inc,2,Dec-Dec,2,3,1,Dec-Dec,2016
ORA41,3,ORA41,370.43478,.19622651,223.60001,851.84784,.26248819,.052049685,4.6454382,6.2633567,5.9724231,13.010761,13.51558,14.34831,3,Dec-Inc,3,Inc-Inc,3,Inc-Inc,2,Dec-Dec,2,3,1,Dec-Dec,2020
ORA44,1,ORA44,414.5,.22846803,375,305.5,1.2274959,.10784078,5.3738246,7.8058786,6.1245484,13.527828,13.627975,13.322852,3,Dec-Sta,3,Dec-Inc,3,Inc-Inc,4,Inc-Inc,2,4,4,Dec-Dec,2010
ORA44,2,ORA44,106.96203,.97182822,205,115.56963,1.7738224,.20459443,6.014183,8.1740389,7.5723267,12.923912,12.273376,12.350776,3,Dec-Sta,3,Dec-Inc,3,Inc-Inc,4,Inc-Inc,2,4,4,Dec-Dec,2016
ORA44,3,ORA44,85.108696,.60024905,341.10001,624.45654,.54623497,.56832695,7.0358448,6.9961972,7.0904922,13.433078,12.044831,14.037785,3,Dec-Sta,3,Dec-Inc,3,Inc-Inc,4,Inc-Inc,2,4,4,Dec-Dec,2020
ORA45,1,ORA45,58,.094827585,47.5,143,.3321678,.094827585,5.2452354,6.4987898,5.2452354,11.461632,11.661345,12.563747,1,Inc-Dec,3,Inc-Inc,4,Dec-Inc,2,Inc-Inc,2,2,3,Dec-Dec,2010
ORA45,2,ORA45,66.835442,.05397727,25.299999,209.24051,.12091348,.016098486,3.4728358,5.4882398,4.6817961,10.831707,11.803136,12.944386,1,Inc-Dec,3,Inc-Inc,4,Dec-Inc,2,Inc-Inc,2,2,3,Dec-Dec,2016
ORA45,3,ORA45,59.413044,.42720309,55.900002,329.07608,.16986954,.22286719,6.0997281,5.8281865,6.7504082,11.624467,11.685416,13.397191,1,Inc-Dec,3,Inc-Inc,4,Dec-Inc,2,Inc-Inc,2,2,3,Dec-Dec,2020
ORA47,1,ORA47,53,1.9295967,127,265,.47924528,.37997952,6.6332664,6.8653607,8.258214,12.445089,11.571195,13.180633,4,Dec-Inc,3,Inc-Inc,3,Inc-Inc,2,Dec-Dec,1,5,1,Dec-Dec,2010
ORA47,2,ORA47,41.316456,.65051192,235.39999,375.72787,.62651724,.098652571,5.2847772,7.1333241,7.1709075,13.062189,11.322164,13.529768,4,Dec-Inc,3,Inc-Inc,3,Inc-Inc,2,Dec-Dec,1,5,1,Dec-Dec,2016
ORA47,3,ORA47,126.30434,.092614442,105.6,389.67392,.2709958,0,0,6.2952538,5.2216215,12.260561,12.439597,13.566213,4,Dec-Inc,3,Inc-Inc,3,Inc-Inc,2,Dec-Dec,1,5,1,Dec-Dec,2020
