"","panelvar","villageid","villagearea","caste","jatis","loan1","income1","DSR1","DIR1","expenses1","assets1","DAR1","ISR1","DSRstd1","DARstd1","incomestd1","assetsstd1","expensesstd1","ISRstd1","loanstd1","DIRstd1","loan2","income2","DSR2","DIR2","expenses2","assets2","DAR2","ISR2","DSRstd2","DARstd2","incomestd2","assetsstd2","expensesstd2","ISRstd2","loanstd2","DIRstd2","loan3","income3","DSR3","DIR3","expenses3","assets3","DAR3","ISR3","DSRstd3","DARstd3","incomestd3","assetsstd3","expensesstd3","ISRstd3","loanstd3","DIRstd3","d1_loanamount","d2_loanamount","d1_DIR","d2_DIR","d1_DAR_without","d2_DAR_without","d1_DSR","d2_DSR","d1_ISR","d2_ISR","d1_annualincome","d2_annualincome","d1_assets_noland","d2_assets_noland","d1_yearly_expenses","d2_yearly_expenses","ce_DAR_without","ce_DSR","ce_loanamount","ce_income","ce_assetsnl","ce_DSR_1","ce_DSR_2","ce_DSR_3","ce_DSR_4","ce_DSR_5","ce_DSR_6","ce_DAR_without_1","ce_DAR_without_2","ce_DAR_without_3","ce_DAR_without_4","ce_DAR_without_5","ce_DAR_without_6","ce_loanamount_1","ce_loanamount_2","ce_loanamount_3","ce_loanamount_4","ce_loanamount_5","ce_loanamount_6","ce_income_1","ce_income_2","ce_income_3","ce_income_4","ce_income_5","ce_income_6","ce_assetsnl_1","ce_assetsnl_2","ce_assetsnl_3","ce_assetsnl_4","ce_assetsnl_5","ce_assetsnl_6","d1_sign_loanamount","d2_sign_loanamount","std_abs_d1_loanamount","std_abs_d2_loanamount","d1_sign_DIR","d2_sign_DIR","std_abs_d1_DIR","std_abs_d2_DIR","d1_sign_DAR_without","d2_sign_DAR_without","std_abs_d1_DAR_without","std_abs_d2_DAR_without","d1_sign_DSR","d2_sign_DSR","std_abs_d1_DSR","std_abs_d2_DSR","d1_sign_ISR","d2_sign_ISR","std_abs_d1_ISR","std_abs_d2_ISR","d1_sign_annualincome","d2_sign_annualincome","std_abs_d1_annualincome","std_abs_d2_annualincome","d1_sign_assets_noland","d2_sign_assets_noland","std_abs_d1_assets_noland","std_abs_d2_assets_noland","d1_sign_yearly_expenses","d2_sign_yearly_expenses","std_abs_d1_yearly_expenses","std_abs_d2_yearly_expenses","cl_loan_sbd","cl_income_sbd","cl_assets_sbd","cl_DSR_sbd","cl_DAR_sbd","cl_expenses_sbd"
"92","KAR25","KAR","Ur","Middle","Vanniyar",87000,42000,43.501274,207.14285,33200,176000,49.43182,11.525028,-0.11883393,-0.10322144,-0.5221464,-0.37236428,-0.54039347,-0.16269407,-0.2833024,-0.12050174,822800,37974.684,353.59082,2166.7065,129291.14,968670.88,84.941132,56.842869,1.567526,0.035915401,-0.56433332,1.9482473,1.9980875,0.34844014,4.0208259,1.8902006,711100,869565.25,18.241476,81.776497,99184.781,3589347.8,19.811399,5.9227352,-0.25620428,-0.21928371,8.1510725,9.6205025,1.2027549,-0.22588162,3.3674269,-0.24913979,735800,-111700,1959.5637,-2084.9299,35.509312,-65.12973,310.08954,-335.34933,45.317841,-50.920135,-4025.3164,831590.56,792670.88,2620677,96091.141,-30106.359,"(Δ+1)<(Δ-2)","(Δ+1)<(Δ-2)","(Δ+1)>(Δ-2)","(Δ-1)<(Δ+2)","(Δ+1)&(Δ+2)",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"POS","NEG",3.4179697,-0.043250624,"POS","NEG",2.2114568,1.0827154,"POS","NEG",-0.1815861,-0.1088253,"POS","NEG",2.8784635,0.7852062,"POS","NEG",0.38195294,0.0048656091,"NEG","POS",-0.6318711,6.4258094,"POS","POS",1.3322242,6.0500789,"POS","NEG",1.4302775,0.057904027,5,6,5,2,1,1
"93","KAR26","KAR","Colony","Dalits","SC",53000,82500,21.8692,64.242424,71300,114500,46.288212,4.888485,-0.23647563,-0.1155391,-0.097689971,-0.55241078,0.46611062,-0.2375468,-0.48218846,-0.26713145,47400,71012.656,0,66.748665,114240.51,401582.28,11.80331,0,-0.35540691,-0.25066197,-0.21808198,0.28804708,1.6004885,-0.29268342,-0.51494616,-0.26455981,173600,305217.38,9.1061783,56.877499,95108.695,1297282.6,13.38182,5.3272557,-0.30588478,-0.24447687,2.2364783,2.9102862,1.0950751,-0.23259796,0.22327211,-0.27468857,-5600,126200,2.5062408,-9.8711662,-34.484901,1.5785093,-21.8692,9.1061783,-4.888485,5.3272557,-11487.344,234204.72,287082.28,895700.38,42940.508,-19131.813,"(Δ-1)>(Δ+2)","(Δ-1)>(Δ+2)","(Δ-1)<(Δ+2)","(Δ-1)<(Δ+2)","(Δ+1)&(Δ+2)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"NEG","POS",-0.63698363,0.04699469,"POS","NEG",-0.382871,-0.34517294,"NEG","POS",-0.18398598,-0.26227355,"NEG","POS",-0.39519387,-0.32862329,"NEG","POS",-0.37370354,-0.31074816,"NEG","POS",-0.55315942,1.3149483,"POS","POS",0.15890494,1.6666477,"POS","NEG",0.24870279,-0.20099959,4,6,5,1,6,2
"94","KAR27","KAR","Ur","Middle","Vanniyar",235000,86000,47.965115,273.25583,158000,280000,83.928574,13.081396,-0.094558224,0.031947877,-0.061008554,-0.06789542,2.7565019,-0.14513999,0.58243698,-0.052663419,987500,291265.84,118.39271,339.03735,146424.05,5216645.5,18.92979,28.481596,0.28844813,-0.22273815,2.0902607,14.384555,2.450695,0.028556926,4.9842534,0.014834805,141300,664217.44,5.0756893,21.273155,61059.781,841793.5,16.785589,1.6073326,-0.32780379,-0.23113981,5.9989443,1.576803,0.19559036,-0.27455452,0.034330357,-0.31122208,752500,-846200,65.781525,-317.76419,-64.998779,-2.1442013,70.427597,-113.31702,15.4002,-26.874264,205265.84,372951.59,4936645.5,-4374852,-11575.953,-85364.266,"(Δ-1)&(Δ-2)","(Δ+1)<(Δ-2)","(Δ+1)<(Δ-2)","(Δ+1)&(Δ+2)","(Δ+1)>(Δ-2)",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"POS","NEG",3.5107083,4.5281415,"POS","NEG",-0.29899159,-0.13330576,"NEG","NEG",-0.11250171,-0.26090765,"POS","NEG",0.15634094,0.027163815,"POS","NEG",-0.1772313,-0.16159038,"POS","POS",1.4908737,2.5019801,"POS","NEG",10.949145,10.507708,"NEG","NEG",-0.44855258,1.3615087,3,6,1,2,6,3
"95","KAR28","KAR","Colony","Dalits","SC",23000,78000,5.8974361,29.487181,64800,114000,20.17544,0.76923084,-0.32333487,-0.21785729,-0.14485179,-0.55387455,0.29439732,-0.28400734,-0.65767616,-0.30279368,28500,61518.984,12.986678,46.327164,40822.785,107025.32,26.629213,2.4109783,-0.28478146,-0.19256935,-0.31757951,-0.57429355,-0.33901909,-0.26549029,-0.62550342,-0.28551424,73400,95978.266,44.202984,76.475647,51902.176,123586.95,59.391384,5.2372479,-0.11501782,-0.064196676,0.043567713,-0.52580798,-0.046330046,-0.23361315,-0.36285681,-0.25457898,5500,44900,16.839983,30.148483,6.4537735,32.762169,7.089242,31.216305,1.6417475,2.8262696,-16481.016,34459.281,-6974.6797,16561.633,-23977.215,11079.391,"(Δ+1)&(Δ+2)","(Δ+1)&(Δ+2)","(Δ+1)&(Δ+2)","(Δ-1)<(Δ+2)","(Δ-1)<(Δ+2)",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"POS","POS",-0.63753897,-0.45900145,"POS","POS",-0.36386982,-0.3312197,"POS","POS",-0.24965395,-0.18697873,"POS","POS",-0.56306726,-0.25313693,"POS","POS",-0.43438759,-0.32806107,"NEG","POS",-0.5004847,-0.39394927,"NEG","POS",-0.49114072,-0.56737936,"NEG","POS",-0.17286409,-0.39096653,4,7,2,2,7,3
"96","KAR29","KAR","Colony","Dalits","SC",30000,44000,0,68.181816,25800,214000,14.018692,0,-0.35540691,-0.2419814,-0.50118554,-0.26111606,-0.73588246,-0.29268342,-0.61672902,-0.26308924,0,27721.518,0,0,54303.797,120253.16,0,0,-0.35540691,-0.29691112,-0.67179066,-0.53556788,0.017114611,-0.29268342,-0.79221672,-0.3330504,176500,124589.67,16.86549,141.66504,51630.434,251195.66,70.263954,3.3034537,-0.26368731,-0.021594472,0.34342685,-0.15222259,-0.053508777,-0.25542417,0.24023592,-0.18768834,-30000,176500,-68.181816,141.66504,-14.018692,70.263954,0,16.86549,0,3.3034537,-16278.482,96868.156,-93746.836,130942.49,28503.797,-2673.3633,"(Δ-1)<(Δ+2)","(Δ-1)<(Δ+2)","(Δ-1)<(Δ+2)","(Δ-1)<(Δ+2)","(Δ-1)<(Δ+2)",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"NEG","POS",-0.50148535,0.36005259,"NEG","POS",-0.29580972,-0.25448301,"NEG","POS",-0.23193176,-0.096428417,"POS","POS",-0.64358807,-0.30213216,"POS","POS",-0.46507317,-0.32475778,"NEG","POS",-0.50262105,0.13998219,"NEG","POS",-0.28976858,-0.27671996,"POS","NEG",-0.072235107,-0.58927548,4,6,3,2,4,2
"97","KAR3","KAR","Ur","Middle","Vanniyar",50000,56000,59.785713,89.285713,49000,240000,20.833332,13.357143,-0.030274268,-0.21527946,-0.37542072,-0.18499883,-0.12299807,-0.14202987,-0.49973723,-0.2414346,0,192151.91,0,0,112341.77,1139240.5,0,0,-0.35540691,-0.29691112,1.0515064,2.4476044,1.5503289,-0.29268342,-0.79221672,-0.3330504,68500,16913.045,9.6401024,405.01285,15217.392,384782.63,17.802259,0,-0.30298114,-0.22715616,-0.78506786,0.23886465,-1.0154477,-0.29268342,-0.39151981,0.082532063,-50000,68500,-89.285713,405.01285,-20.833332,17.802259,-59.785713,9.6401024,-13.357143,0,136151.91,-175238.86,899240.5,-754457.88,63341.773,-97124.383,"(Δ-1)>(Δ+2)","(Δ-1)>(Δ+2)","(Δ-1)<(Δ+2)","(Δ+1)<(Δ-2)","(Δ+1)>(Δ-2)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"NEG","POS",-0.39042112,-0.31211942,"NEG","POS",-0.2678338,-0.073268257,"NEG","POS",-0.21596724,-0.22310033,"NEG","POS",0.035468552,-0.32680041,"NEG","POS",-0.21541764,-0.34762573,"POS","NEG",0.76183939,0.81047314,"POS","NEG",1.5795404,1.3077286,"POS","NEG",0.70223677,1.638945,4,2,1,2,2,1
"98","KAR30","KAR","Ur","Middle","Vanniyar",44000,35000,25.857145,125.71429,25800,126000,34.920635,11.571429,-0.21478799,-0.16008089,-0.59550923,-0.51874357,-0.73588246,-0.16217071,-0.53483474,-0.20405535,56900,75734.18,33.428047,75.13121,28417.721,155632.91,36.560394,0,-0.17361516,-0.1536558,-0.1685985,-0.43199068,-0.66672903,-0.29268342,-0.45937505,-0.2559585,68300,40217.391,25.792234,169.82703,46739.129,275000,24.836365,12.497267,-0.215141,-0.19959429,-0.54082882,-0.082533345,-0.18272448,-0.15172832,-0.39268973,-0.15879141,12900,11400,-50.583076,94.695816,1.6397591,-11.72403,7.5709019,-7.6358128,-11.571429,12.497267,40734.18,-35516.789,29632.906,119367.09,2617.7207,18321.408,"(Δ+1)<(Δ-2)","(Δ+1)<(Δ-2)","(Δ+1)&(Δ+2)","(Δ+1)>(Δ-2)","(Δ+1)&(Δ+2)",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"POS","POS",-0.5964452,-0.66749924,"NEG","POS",-0.31913906,-0.28680345,"POS","NEG",-0.26093164,-0.23777658,"POS","NEG",-0.55759645,-0.33364329,"NEG","POS",-0.24879403,-0.26111421,"POS","NEG",-0.2446551,-0.38490191,"POS","POS",-0.43855777,-0.30613485,"POS","POS",-0.64770019,-0.22011806,1,3,6,3,1,4
"99","KAR32","KAR","Ur","Middle","Vanniyar",75500,40000,52.392544,188.75,29800,114000,66.228065,16.283808,-0.07048054,-0.037408374,-0.54310721,-0.55387455,-0.63021272,-0.10902039,-0.35057268,-0.1393746,142100,60379.75,71.476662,235.34381,19177.215,115632.91,122.8889,71.476662,0.033304613,0.18460689,-0.32951915,-0.54909408,-0.91083944,0.51349288,0.039010029,-0.091564827,51800,32989.133,112.00659,157.02141,14673.913,209347.84,24.743507,11.026358,0.25371853,-0.19995815,-0.61658394,-0.27473563,-1.0298051,-0.16831851,-0.48920795,-0.17193121,66600,-90300,46.593811,-78.322403,56.660835,-98.145393,19.084118,40.52993,55.192856,-60.450302,20379.75,-27390.617,1632.9141,93714.93,-10622.785,-4503.3018,"(Δ+1)<(Δ-2)","(Δ+1)&(Δ+2)","(Δ+1)<(Δ-2)","(Δ+1)<(Δ-2)","(Δ+1)&(Δ+2)",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"POS","NEG",-0.29823786,-0.17644025,"POS","NEG",-0.32442734,-0.29807031,"POS","NEG",-0.13203485,-0.029107001,"POS","POS",-0.42682731,-0.2213392,"POS","NEG",0.56652474,0.070837572,"POS","NEG",-0.45935968,-0.45442435,"POS","POS",-0.50353736,-0.37132093,"NEG","NEG",-0.46974215,-0.54610485,3,1,6,4,1,3
"100","KAR33","KAR","Colony","Dalits","SC",34000,85000,25.436739,40,53200,165500,20.543806,0.11764707,-0.21707429,-0.21641392,-0.071488954,-0.40310392,-0.012044866,-0.29135647,-0.59333068,-0.29200652,10700,23734.176,13.333334,45.082668,28417.721,77151.898,13.868745,0,-0.28289622,-0.24256894,-0.7135796,-0.66175056,-0.66672903,-0.29268342,-0.72962612,-0.28679121,188200,31413.045,151.56166,599.1142,30434.783,180108.69,104.49246,90.747826,0.46883085,0.11252376,-0.63310194,-0.36033577,-0.61344337,0.73084986,0.30867612,0.28169888,-23300,177500,5.0826683,554.03156,-6.6750612,90.623718,-12.103405,138.22833,-0.11764707,90.747826,-61265.824,7678.8691,-88348.102,102956.79,-24782.279,2017.0625,"(Δ-1)<(Δ+2)","(Δ-1)<(Δ+2)","(Δ-1)<(Δ+2)","(Δ-1)>(Δ+2)","(Δ-1)<(Δ+2)",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"NEG","POS",-0.53869182,0.36627638,"POS","POS",-0.37945563,0.029274411,"NEG","POS",-0.24913554,-0.04726854,"NEG","POS",-0.5061155,0.11221375,"NEG","POS",-0.46287423,0.28057021,"NEG","POS",-0.028081222,-0.62306583,"NEG","POS",-0.30229741,-0.34783596,"NEG","POS",-0.15496697,-0.60475844,4,4,3,2,7,3
"101","KAR34","KAR","Colony","Dalits","SC",23000,40500,14.037965,56.790127,37000,116000,19.827587,4.4444442,-0.27906424,-0.21922028,-0.53786701,-0.54801941,-0.44000724,-0.24255508,-0.65767616,-0.27477822,31700,97594.93,12.53891,32.481197,35443.039,100126.58,31.659925,2.9734113,-0.28721654,-0.1728574,0.060511008,-0.59449017,-0.48113814,-0.25914669,-0.6067847,-0.29972154,48800,93130.43,12.43478,52.399628,38043.477,335597.84,14.541213,1.8744872,-0.28778285,-0.239934,0.013721239,0.094872005,-0.41244128,-0.2715413,-0.50675672,-0.27928331,8700,17100,-24.308929,19.91843,11.832338,-17.118713,-1.4990549,-0.10412979,-1.4710329,-1.0989242,57094.93,-4464.5,-15873.422,235471.27,-1556.9609,2600.4375,"(Δ+1)<(Δ-2)","(Δ-1)&(Δ-2)","(Δ+1)&(Δ+2)","(Δ+1)>(Δ-2)","(Δ-1)<(Δ+2)",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"POS","POS",-0.61976868,-0.63202351,"NEG","POS",-0.35396877,-0.33825922,"POS","NEG",-0.23705369,-0.22475079,"NEG","NEG",-0.62656158,-0.35935727,"NEG","NEG",-0.43757838,-0.34001851,"POS","NEG",-0.072077058,-0.65056592,"NEG","POS",-0.47048941,-0.011096251,"NEG","POS",-0.67128158,-0.59099585,1,3,5,1,1,2
"102","KAR35","KAR","Ur","Middle","Vanniyar",140000,66000,7.575758,212.1212,151800,257500,54.368931,0,-0.31420764,-0.08387626,-0.27061665,-0.13376608,2.5927138,-0.29268342,0.02672589,-0.11539347,189800,177088.59,12.306634,107.17799,132531.64,742405.06,25.565559,0,-0.28847975,-0.19673708,0.89363682,1.2858348,2.0836933,-0.29268342,0.31803548,-0.22307539,146200,228260.86,13.880028,64.049522,110869.56,1005706.6,14.537044,5.8167868,-0.27992314,-0.23995033,1.4299428,2.0566723,1.5114368,-0.2270766,0.062993348,-0.26732939,49800,-43600,-104.94321,-43.128471,-28.803371,-11.028516,4.730876,1.5733938,0,5.8167868,111088.59,51172.266,484905.06,263301.5,-19268.359,-21662.078,"(Δ-1)&(Δ-2)","(Δ+1)&(Δ+2)","(Δ+1)>(Δ-2)","(Δ+1)&(Δ+2)","(Δ+1)&(Δ+2)",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"POS","NEG",-0.39153177,-0.46709239,"NEG","NEG",-0.24707782,-0.32228795,"NEG","NEG",-0.19729598,-0.23945594,"POS","POS",-0.58985394,-0.35434103,"POS","POS",-0.46507317,-0.3073594,"POS","POS",0.49746415,-0.25096339,"POS","POS",0.61799222,0.059624661,"NEG","NEG",-0.27754515,-0.14130738,6,5,6,4,6,3
"103","KAR36","KAR","Ur","Middle","Vanniyar",335000,40000,196.875,837.5,87500,351500,95.305832,66.875,0.71525836,0.07652761,-0.54310721,0.14142692,0.89407301,0.4615913,1.1673959,0.52630585,310100,105822.78,48.338173,293.03708,45822.785,495063.28,62.638454,0,-0.092529424,-0.051473618,0.14674222,0.56172067,-0.20693193,-0.29268342,1.0217412,-0.032365937,543200,95869.563,0,566.60321,30978.262,391956.53,138.58679,0,-0.35540691,0.24611625,0.04242846,0.25986686,-0.59908611,-0.29268342,2.3852806,0.24833944,-24900,233100,-544.46289,273.56613,-32.667377,75.948334,-148.53683,-48.338173,-66.875,0,65822.781,-9953.2188,143563.28,-103106.75,-41677.215,-14844.523,"(Δ-1)<(Δ+2)","(Δ-1)&(Δ-2)","(Δ-1)<(Δ+2)","(Δ+1)>(Δ-2)","(Δ+1)>(Δ-2)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"NEG","POS",-0.52980667,0.71232051,"NEG","POS",0.33556128,-0.1637193,"NEG","POS",-0.18824385,-0.082703136,"NEG","NEG",1.0435194,-0.194681,"NEG","POS",0.78487325,-0.34762573,"POS","NEG",0.019986914,-0.60360789,"POS","NEG",-0.17415957,-0.34745488,"NEG","NEG",0.22061893,-0.30214223,1,3,2,1,2,3
"104","KAR38","KAR","Ur","Middle","Vanniyar",33000,90000,16.4,36.666668,47800,281500,11.722913,4.7333336,-0.26621878,-0.25097698,-0.019086933,-0.06350404,-0.154699,-0.23929673,-0.59918028,-0.29542685,62300,256962.03,0,24.244825,37974.684,263164.56,23.673401,0,-0.35540691,-0.20415115,1.7307428,-0.1171826,-0.4142586,-0.29268342,-0.42778727,-0.30817285,64000,33586.957,220.06471,190.55016,30978.262,264239.13,24.220484,58.25243,0.84137094,-0.20200752,-0.61031848,-0.11403672,-0.59908611,0.36433843,-0.41784295,-0.13752747,29300,1700,-12.421843,166.30533,11.950488,0.5470829,-16.4,220.06471,-4.7333336,58.25243,166962.03,-223375.08,-18335.438,1074.5625,-9825.3164,-6996.4219,"(Δ+1)&(Δ+2)","(Δ-1)<(Δ+2)","(Δ+1)&(Δ+2)","(Δ+1)<(Δ-2)","(Δ-1)>(Δ+2)",0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"POS","POS",-0.50537258,-0.72787023,"NEG","POS",-0.36972663,-0.23752755,"POS","POS",-0.2367769,-0.26476398,"NEG","POS",-0.45731401,0.39161202,"NEG","POS",-0.37660342,0.055622943,"POS","NEG",1.0868337,1.2222966,"NEG","POS",-0.4647758,-0.6067344,"NEG","NEG",-0.48747042,-0.48728898,1,2,2,2,5,3
"105","KAR42","KAR","Colony","Dalits","SC",365000,80000,101.93855,456.25,73600,140500,259.7865,7.8663797,0.19896546,0.72101545,-0.12389098,-0.47629356,0.52687073,-0.20395949,1.3428837,0.13510635,79800,28354.43,36.412197,281.43753,48860.758,173924.05,45.882099,1.1160715,-0.15738645,-0.11713038,-0.6651575,-0.37844181,-0.1266765,-0.28009537,-0.32541943,-0.044268198,209500,255652.17,15.949048,81.947281,58695.652,258152.16,81.153694,3.437386,-0.26867118,0.021075012,1.7170149,-0.13185684,0.13313615,-0.25391355,0.43327242,-0.24896455,-285200,129700,-174.81247,-199.49025,-213.9044,35.271595,-65.526352,-20.46315,-6.750308,2.3213146,-51645.57,227297.75,33424.047,84228.109,-24739.242,9834.8945,"(Δ-1)>(Δ+2)","(Δ-1)&(Δ-2)","(Δ-1)>(Δ+2)","(Δ-1)<(Δ+2)","(Δ+1)&(Δ+2)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,"NEG","POS",0.91569364,0.068778038,"NEG","NEG",-0.15445726,-0.21469235,"NEG","POS",0.23633659,-0.18091957,"NEG","NEG",0.10067174,-0.28984937,"NEG","POS",-0.33890459,-0.33155659,"NEG","POS",-0.12955852,1.2558566,"POS","POS",-0.42975968,-0.39542842,"NEG","POS",-0.15592371,-0.42032579,2,6,6,1,6,3
"106","KAR43","KAR","Colony","Dalits","SC",123000,40000,87.564865,307.5,72000,163500,75.229355,15.000001,0.12079708,-0.0021384445,-0.54310721,-0.40895909,0.48460284,-0.12350029,-0.072717145,-0.017525578,247500,57848.102,0,427.8446,34810.125,371835.44,66.561699,0,-0.35540691,-0.036101092,-0.35605186,0.20096065,-0.49785811,-0.29268342,0.65555686,0.10595966,70600,306000,2.3207633,23.071896,45108.695,642119.56,10.994837,2.3207633,-0.34278589,-0.25382984,2.2446806,0.99224049,-0.22579634,-0.2665078,-0.37923566,-0.30937639,124500,-176900,120.3446,-404.77271,-8.6676559,-55.566864,-87.564865,2.3207633,-15.000001,2.3207633,17848.102,248151.91,208335.44,270284.13,-37189.875,10298.57,"(Δ-1)&(Δ-2)","(Δ-1)>(Δ+2)","(Δ+1)<(Δ-2)","(Δ+1)&(Δ+2)","(Δ+1)&(Δ+2)",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"POS","NEG",0.023292951,0.36254209,"POS","NEG",-0.22666131,-0.073433504,"NEG","NEG",-0.24446753,-0.13191542,"NEG","POS",0.35098904,-0.35178944,"NEG","POS",-0.18471134,-0.3315604,"POS","POS",-0.48606426,1.4342717,"POS","POS",-0.023842847,0.077368587,"NEG","POS",0.12086232,-0.40938708,3,6,6,2,1,3
"107","KAR44","KAR","Ur","Middle","Vanniyar",369000,131000,23.026791,281.67938,51000,723500,51.002075,12.977099,-0.23018031,-0.097068675,0.41060966,1.2304887,-0.070163213,-0.14631633,1.366282,-0.044020038,44400,23544.305,63.60215,188.58066,26202.531,68354.43,64.955559,23.279568,-0.0095193414,-0.042394463,-0.71556956,-0.68750584,-0.72524863,-0.030116094,-0.5324949,-0.13954836,141200,162282.61,8.0494957,87.008705,22500,579728.19,24.356239,6.4587383,-0.31163132,-0.20147558,0.73846412,0.80958438,-0.82305998,-0.21983612,0.033745397,-0.24377103,-324600,96800,-93.098724,-101.57195,13.953484,-40.599319,40.575359,-55.552654,10.302468,-16.820829,-107455.7,138738.31,-655145.56,511373.75,-24797.469,-3702.5313,"(Δ+1)<(Δ-2)","(Δ+1)<(Δ-2)","(Δ-1)>(Δ+2)","(Δ-1)<(Δ+2)","(Δ-1)>(Δ+2)",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,"NEG","POS",1.1344901,-0.13598546,"NEG","NEG",-0.26277918,-0.28207183,"POS","NEG",-0.23208453,-0.16805546,"POS","NEG",-0.18272603,-0.17004998,"POS","NEG",-0.27251193,-0.23118463,"NEG","POS",0.45914325,0.49819717,"NEG","POS",1.0130693,0.69001448,"NEG","NEG",-0.15462931,-0.56499606,2,7,3,3,1,3
"108","KAR45","KAR","Ur","Middle","Vanniyar",89000,75000,57.926666,118.66666,46600,267000,33.333336,13.926667,-0.040384322,-0.16630045,-0.17629302,-0.10595403,-0.18639991,-0.13560629,-0.2716032,-0.2112869,189900,12151.899,93.75,1562.7186,55569.621,503481.03,37.717407,93.75,0.1544337,-0.14912225,-0.83496654,0.58636433,0.050554436,0.76471102,0.31862044,1.2704505,232600,3e+05,23.673418,77.533333,44021.738,486956.5,47.766075,22.73139,-0.22666375,-0.10974836,2.1817982,0.53798735,-0.25451097,-0.036298923,0.56839794,-0.2534937,100900,42700,1444.052,-1485.1853,4.3840714,10.048668,35.823334,-70.076584,79.823334,-71.018608,-62848.102,287848.09,236481.03,-16524.531,8969.6211,-11547.883,"(Δ+1)&(Δ+2)","(Δ+1)<(Δ-2)","(Δ+1)&(Δ+2)","(Δ-1)<(Δ+2)","(Δ+1)>(Δ-2)",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"POS","POS",-0.10776278,-0.47269383,"POS","NEG",1.5280807,0.67001939,"POS","POS",-0.25450259,-0.24182184,"POS","NEG",-0.23670037,-0.12046371,"POS","NEG",1.0268878,0.14399599,"NEG","POS",-0.01139089,1.7738876,"POS","NEG",0.041474625,-0.56747365,"POS","NEG",-0.50649309,-0.37991419,1,6,6,3,5,2
"109","KAR46","KAR","Ur","Middle","Vanniyar",69000,52000,46.158741,132.69231,33400,185000,37.297295,0,-0.10438183,-0.15076838,-0.41734233,-0.34601602,-0.53511,-0.29268342,-0.38859501,-0.19689523,199400,82405.063,16.192537,241.97543,57974.684,521139.28,38.262321,0,-0.26734704,-0.1469871,-0.098684952,0.63806039,0.11409,-0.29268342,0.37419155,-0.084760137,97200,182217.39,15.713814,53.342873,77173.914,856684.81,11.346063,13.029489,-0.26995048,-0.25245363,0.94738865,1.6203985,0.62128437,-0.14572544,-0.22363657,-0.27831545,130400,-102200,109.28313,-188.63257,0.96502686,-26.91626,-29.966204,-0.47872353,0,13.029489,30405.063,99812.328,336139.28,335545.53,24574.684,19199.23,"(Δ+1)<(Δ-2)","(Δ-1)&(Δ-2)","(Δ+1)>(Δ-2)","(Δ+1)&(Δ+2)","(Δ+1)&(Δ+2)",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"POS","NEG",0.056056887,-0.10237686,"POS","NEG",-0.24132471,-0.22216374,"POS","NEG",-0.26251233,-0.20109403,"NEG","NEG",-0.30322668,-0.35807836,"POS","POS",-0.46507317,-0.25742996,"POS","POS",-0.35360971,0.1651707,"POS","POS",0.27275151,0.24320787,"POS","POS",-0.15958196,-0.19940911,5,6,6,1,1,4
