"","panelvar","villageid","villagearea","caste","jatis","loan1","income1","DSR1","DIR1","expenses1","assets1","DAR1","ISR1","DSRstd1","DARstd1","incomestd1","assetsstd1","expensesstd1","ISRstd1","loanstd1","DIRstd1","loan2","income2","DSR2","DIR2","expenses2","assets2","DAR2","ISR2","DSRstd2","DARstd2","incomestd2","assetsstd2","expensesstd2","ISRstd2","loanstd2","DIRstd2","loan3","income3","DSR3","DIR3","expenses3","assets3","DAR3","ISR3","DSRstd3","DARstd3","incomestd3","assetsstd3","expensesstd3","ISRstd3","loanstd3","DIRstd3","d1_loanamount","d2_loanamount","d1_DIR","d2_DIR","d1_DAR_without","d2_DAR_without","d1_DSR","d2_DSR","d1_ISR","d2_ISR","d1_annualincome","d2_annualincome","d1_assets_noland","d2_assets_noland","d1_yearly_expenses","d2_yearly_expenses","ce_DAR_without","ce_DSR","ce_loanamount","ce_income","ce_assetsnl","ce_DSR_1","ce_DSR_2","ce_DSR_3","ce_DSR_4","ce_DSR_5","ce_DSR_6","ce_DAR_without_1","ce_DAR_without_2","ce_DAR_without_3","ce_DAR_without_4","ce_DAR_without_5","ce_DAR_without_6","ce_loanamount_1","ce_loanamount_2","ce_loanamount_3","ce_loanamount_4","ce_loanamount_5","ce_loanamount_6","ce_income_1","ce_income_2","ce_income_3","ce_income_4","ce_income_5","ce_income_6","ce_assetsnl_1","ce_assetsnl_2","ce_assetsnl_3","ce_assetsnl_4","ce_assetsnl_5","ce_assetsnl_6","d1_sign_loanamount","d2_sign_loanamount","std_abs_d1_loanamount","std_abs_d2_loanamount","d1_sign_DIR","d2_sign_DIR","std_abs_d1_DIR","std_abs_d2_DIR","d1_sign_DAR_without","d2_sign_DAR_without","std_abs_d1_DAR_without","std_abs_d2_DAR_without","d1_sign_DSR","d2_sign_DSR","std_abs_d1_DSR","std_abs_d2_DSR","d1_sign_ISR","d2_sign_ISR","std_abs_d1_ISR","std_abs_d2_ISR","d1_sign_annualincome","d2_sign_annualincome","std_abs_d1_annualincome","std_abs_d2_annualincome","d1_sign_assets_noland","d2_sign_assets_noland","std_abs_d1_assets_noland","std_abs_d2_assets_noland","d1_sign_yearly_expenses","d2_sign_yearly_expenses","std_abs_d1_yearly_expenses","std_abs_d2_yearly_expenses","cl_loan_sbd","cl_income_sbd","cl_assets_sbd","cl_DSR_sbd","cl_DAR_sbd","cl_expenses_sbd"
"215","MAN41","MAN","Ur","Middle","Vanniyar",42000,33000,15.909091,127.27273,25600,88000,47.727272,15.909091,-0.2688885,-0.1099004,-0.61647004,-0.62999177,-0.74116594,-0.11324678,-0.54653394,-0.20245624,244900,132658.23,37.309006,184.60973,119620.25,624493.63,39.215771,19.179239,-0.15250935,-0.14325118,0.42798865,0.94063902,1.7426075,-0.076363184,0.6403479,-0.14362292,244100,8804.3477,375.737,2772.4939,92663.047,267663.06,91.196754,172.30957,1.6879635,0.060426932,-0.87005025,-0.10401285,1.0304674,1.6507746,0.63566822,2.5117972,202900,-800,57.336998,2587.8843,-8.5115013,51.980984,21.399914,338.42798,3.2701483,153.13033,99658.234,-123853.89,536493.63,-356830.56,94020.25,-26957.203,"(Δ-1)<(Δ+2)","(Δ+1)&(Δ+2)","(Δ+1)>(Δ-2)","(Δ+1)<(Δ-2)","(Δ+1)>(Δ-2)",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"POS","NEG",0.45866457,-0.73347169,"POS","POS",-0.31018588,1.428808,"NEG","POS",-0.24483335,-0.14057374,"POS","POS",-0.40052411,0.79571706,"POS","POS",-0.40395153,0.71240902,"POS","NEG",0.37689331,0.37085533,"POS","NEG",0.73771375,0.29729643,"POS","NEG",1.3842402,-0.016388601,1,2,1,2,7,1
"216","MAN42","MAN","Ur","Middle","Vanniyar",65000,37000,20.270269,175.67567,36000,349500,18.597998,20.270269,-0.2451711,-0.22403821,-0.57454842,0.13557175,-0.46642467,-0.064057589,-0.41199338,-0.15279013,259600,153417.72,5.6270628,169.21123,52151.898,619620.25,41.896633,4.859736,-0.32480523,-0.13274671,0.64555645,0.92637181,-0.039733015,-0.23787105,0.7263369,-0.15942328,592400,247934.78,19.549446,238.93381,46739.129,859565.19,68.918571,0,-0.24909115,-0.026866112,1.6361336,1.628831,-0.18272448,-0.29268342,2.6730804,-0.08788114,194600,332800,-6.464447,69.72258,23.298635,27.021938,-14.643207,13.922383,-15.410534,-4.859736,116417.72,94517.063,270120.25,239944.94,16151.898,-5412.7695,"(Δ+1)&(Δ+2)","(Δ-1)>(Δ+2)","(Δ+1)&(Δ+2)","(Δ+1)&(Δ+2)","(Δ+1)&(Δ+2)",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"POS","POS",0.41257292,1.3328348,"NEG","POS",-0.37762392,-0.30398801,"POS","POS",-0.21019182,-0.20083886,"NEG","POS",-0.47726798,-0.31218025,"NEG","NEG",-0.17703815,-0.31398454,"POS","POS",0.55367732,0.1198677,"POS","POS",0.11954115,0.00027203857,"POS","NEG",-0.3468262,-0.52464938,4,5,6,1,7,2
"217","MAN43","MAN","Colony","Dalits","SC",101000,32000,105.4522,315.625,38200,148000,68.24324,68.174873,0.21807379,-0.029512275,-0.62695044,-0.45433667,-0.40830633,0.47625241,-0.20140813,-0.0091885403,63300,12278.48,119.84238,515.53613,54430.379,28291.139,223.74496,38.461193,0.29633191,0.57979321,-0.83363992,-0.80479455,0.020458583,0.14111555,-0.42193767,0.19593967,93100,88043.477,42.566811,105.7432,78532.609,213804.36,43.544483,14.739431,-0.12391582,-0.1262899,-0.039592091,-0.2616888,0.65717757,-0.12643921,-0.2476199,-0.22454762,-37700,29800,199.91113,-409.79294,155.50172,-180.20049,14.390182,-77.275574,-29.71368,-23.721762,-19721.52,75765,-119708.86,185513.22,16230.379,24102.23,"(Δ+1)<(Δ-2)","(Δ+1)<(Δ-2)","(Δ-1)>(Δ+2)","(Δ-1)<(Δ+2)","(Δ-1)<(Δ+2)",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,"NEG","POS",-0.4587256,-0.55298108,"POS","NEG",-0.12118579,-0.069978982,"POS","NEG",0.099517778,0.16901995,"POS","NEG",-0.48014188,-0.095885582,"NEG","NEG",0.090298913,-0.18341337,"NEG","POS",-0.46630287,-0.04056327,"NEG","POS",-0.22951852,-0.13804735,"POS","POS",-0.34508154,-0.083741061,6,6,3,3,4,4
"218","MAN44","MAN","Ur","Middle","Vanniyar",78000,70000,30.571428,111.42857,108800,411000,18.978102,20.571428,-0.1891503,-0.22254884,-0.22869503,0.31561825,1.4567642,-0.060660858,-0.33594871,-0.21871388,74700,101265.82,9.1985884,73.766251,18354.43,48607.598,153.67967,9.1985884,-0.30538222,0.305255,0.098983429,-0.74531639,-0.93257529,-0.18893369,-0.35525236,-0.25735909,106100,259239.14,4.7559876,40.92746,35815.219,195978.27,54.138653,2.211067,-0.3295424,-0.084778562,1.7546078,-0.31387621,-0.47130612,-0.26774505,-0.17157522,-0.29105484,-3300,31400,-37.662323,-32.838791,134.70157,-99.541016,-21.372841,-4.4426007,-11.37284,-6.9875212,31265.82,157973.31,-362392.41,147370.67,-90445.57,17460.789,"(Δ+1)>(Δ-2)","(Δ-1)&(Δ-2)","(Δ-1)<(Δ+2)","(Δ+1)&(Δ+2)","(Δ-1)>(Δ+2)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"NEG","POS",-0.64975601,-0.54302293,"NEG","NEG",-0.33626717,-0.32936847,"POS","NEG",0.050789658,-0.025737187,"NEG","NEG",-0.40083161,-0.34454525,"NEG","NEG",-0.25250584,-0.29925507,"POS","POS",-0.34453017,0.66275984,"NEG","POS",0.33367711,-0.23497343,"NEG","POS",1.3047726,-0.24042116,1,6,4,1,3,3
"219","MAN45","MAN","Ur","Middle","Kulalar",30000,57000,33.50877,52.63158,20600,165000,18.181818,3.6842103,-0.17317615,-0.22566894,-0.36494029,-0.40456772,-0.87325311,-0.25112966,-0.61672902,-0.27904528,46800,46708.863,44.178112,100.19512,58734.176,395569.63,11.83104,30.627975,-0.11515308,-0.25055331,-0.47279558,0.27044451,0.13415384,0.052765671,-0.51845592,-0.23024049,185400,115108.7,38.597733,161.06516,50434.781,712282.56,26.028994,1.2983947,-0.14550085,-0.1949212,0.24406236,1.1976486,-0.085094839,-0.27803898,0.29229727,-0.16778193,16800,138600,47.563541,60.870033,-6.3507776,14.197953,10.669342,-5.5803795,26.943766,-29.32958,-10291.137,68399.828,230569.63,316712.94,38134.176,-8299.3945,"(Δ-1)<(Δ+2)","(Δ+1)>(Δ-2)","(Δ+1)&(Δ+2)","(Δ-1)<(Δ+2)","(Δ+1)&(Δ+2)",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"POS","POS",-0.57478768,0.12416999,"POS","POS",-0.32314184,-0.31007963,"NEG","POS",-0.24989524,-0.23180315,"POS","NEG",-0.52240384,-0.34066075,"POS","NEG",0.03852703,-0.14459361,"NEG","POS",-0.56577736,-0.1035751,"POS","POS",0.027756028,0.19535135,"POS","NEG",0.14185476,-0.45655018,4,6,5,4,2,2
"220","MAN46","MAN","Colony","Dalits","SC",446000,149000,0.5,299.32886,39400,410000,108.78049,0.5,-0.35268775,0.12932564,0.59925699,0.31269068,-0.37660542,-0.28704396,1.8167005,-0.025909964,44400,57721.516,32.549755,76.921059,85000,60632.91,73.227562,10.020428,-0.17839158,-0.0099821091,-0.35737851,-0.71011126,0.82802945,-0.17966427,-0.5324949,-0.25412193,143900,25489.133,193.14653,564.55432,72119.563,320380.44,44.915352,95.930511,0.69498181,-0.1209184,-0.69518697,0.050321754,0.48776135,0.78930473,0.04953929,0.24623708,-401600,99500,-222.40781,487.63327,-35.552933,-28.31221,32.049755,160.59677,9.5204277,85.91008,-91278.484,-32232.383,-349367.09,259747.53,45600,-12880.438,"(Δ-1)&(Δ-2)","(Δ+1)&(Δ+2)","(Δ-1)>(Δ+2)","(Δ-1)&(Δ-2)","(Δ-1)>(Δ+2)",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"NEG","POS",1.5620872,-0.11918116,"NEG","POS",-0.091363594,-0.01641554,"NEG","NEG",-0.18148392,-0.19772342,"POS","POS",-0.27956134,0.18858202,"POS","POS",-0.28712887,0.24708124,"NEG","NEG",0.28850123,-0.41300124,"NEG","POS",0.30344927,0.05059348,"POS","NEG",0.30782512,-0.34847751,2,4,3,2,6,2
"221","MAN47","MAN","Colony","Dalits","SC",80000,38250,72.329483,209.15034,36200,165000,48.484848,20.808016,0.03794251,-0.10693198,-0.56144792,-0.40456772,-0.4611412,-0.057992417,-0.32424954,-0.11844186,88600,44556.965,26.636272,198.84657,48987.34,119873.41,73.911301,14.723616,-0.21055086,-0.0073030023,-0.49534833,-0.53667963,-0.12333252,-0.1266176,-0.27394304,-0.12901454,233600,137934.78,21.788811,169.35541,53260.871,291304.34,80.191048,0,-0.23691282,0.017303055,0.483289,-0.034800991,-0.010436808,-0.29268342,0.57424754,-0.15927532,8600,145000,-10.303772,-29.491165,25.426453,6.279747,-45.693211,-4.8474617,-6.0844002,-14.723616,6306.9648,93377.813,-45126.586,171430.94,12787.34,4273.5313,"(Δ+1)&(Δ+2)","(Δ-1)&(Δ-2)","(Δ+1)&(Δ+2)","(Δ+1)&(Δ+2)","(Δ-1)<(Δ+2)",0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"POS","POS",-0.62032402,0.1640024,"NEG","NEG",-0.37253439,-0.33167204,"POS","POS",-0.20520702,-0.25092214,"NEG","NEG",-0.12459657,-0.34316301,"NEG","NEG",-0.35135093,-0.24570246,"POS","POS",-0.60780358,0.11012099,"NEG","POS",-0.4026016,-0.1738326,"POS","POS",-0.42162263,-0.55152547,4,6,3,1,5,2
"222","MAN49","MAN","Colony","Dalits","SC",54000,33000,64.84848,163.63637,30000,257000,21.011673,5.757576,-0.0027414241,-0.21458066,-0.61647004,-0.13522989,-0.62492925,-0.22774443,-0.47633886,-0.16514362,316400,34177.215,22.937626,925.76294,25949.367,47468.352,666.54938,22.937626,-0.23066521,2.3148425,-0.60413235,-0.74865162,-0.73193657,-0.033972815,1.0585936,0.61687219,176600,11608.696,334.01569,1521.2734,23586.957,317445.66,55.631573,234.08737,1.4610705,-0.078928821,-0.84065956,0.041729931,-0.79434538,2.3475585,0.24082088,1.2279238,262400,-139800,762.12659,595.5105,645.53772,-610.91779,-41.910854,311.07806,17.18005,211.14975,1177.2148,-22568.52,-209531.66,269977.31,-4050.6328,-2362.4102,"(Δ+1)>(Δ-2)","(Δ-1)<(Δ+2)","(Δ+1)>(Δ-2)","(Δ+1)<(Δ-2)","(Δ-1)<(Δ+2)",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"POS","NEG",0.7890805,0.13163857,"POS","POS",0.62410212,0.057816878,"POS","NEG",1.2475156,1.2090127,"NEG","POS",-0.16755724,0.7023415,"POS","POS",-0.1439645,1.1140448,"POS","NEG",-0.66191369,-0.49567923,"NEG","POS",-0.021066781,0.076588929,"NEG","NEG",-0.61584556,-0.59661126,5,4,3,2,4,3
"223","MAN5","MAN","Colony","Dalits","SC",39000,45000,27.542221,86.666664,27400,206000,18.932039,5.3200002,-0.20562404,-0.22272933,-0.49070516,-0.28453672,-0.6936146,-0.2326798,-0.56408274,-0.244122,46300,59822.785,11.446255,77.395264,48860.758,49588.609,93.368217,6.2420654,-0.29315874,0.068935417,-0.33535635,-0.7424444,-0.1266765,-0.22227994,-0.52138072,-0.25363535,93200,66956.523,28.783039,139.19479,34619.566,203967.39,45.693577,15.489099,-0.1988761,-0.11786906,-0.26059189,-0.29048738,-0.5028922,-0.11798382,-0.24703494,-0.19022304,7300,46900,-9.2714005,61.79953,74.43618,-47.674641,-16.095966,17.336784,0.92206526,9.2470331,14822.785,7133.7383,-156411.39,154378.78,21460.758,-14241.191,"(Δ+1)>(Δ-2)","(Δ-1)<(Δ+2)","(Δ+1)&(Δ+2)","(Δ+1)&(Δ+2)","(Δ-1)>(Δ+2)",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"POS","POS",-0.62754315,-0.44655383,"NEG","POS",-0.37390295,-0.30944002,"POS","NEG",-0.090392895,-0.15097167,"NEG","POS",-0.46076727,-0.3005231,"POS","POS",-0.44783902,-0.28361374,"POS","POS",-0.51797616,-0.62772959,"NEG","POS",-0.14434297,-0.21716475,"POS","NEG",-0.22880666,-0.31637558,1,5,3,1,3,2
"224","MAN50","MAN","Ur","Middle","Vanniyar",33500,90000,5.3333335,37.222221,45800,100000,33.5,5.3333335,-0.32640263,-0.1656474,-0.019086933,-0.59486079,-0.20753385,-0.23252942,-0.59625548,-0.29485679,64500,102531.65,5.8285127,62.90741,21645.57,47341.773,136.2433,2.7420931,-0.3237097,0.23693371,0.11224982,-0.74902219,-0.84563184,-0.26175568,-0.41491818,-0.26850131,42700,58260.867,6.50455,73.291046,36630.434,211250,20.213018,6.50455,-0.32003319,-0.21771005,-0.35172591,-0.26916692,-0.44977024,-0.2193194,-0.54243922,-0.25784668,31000,-21800,25.685188,10.383636,102.7433,-116.03028,0.49517918,0.67603731,-2.5912404,3.7624569,12531.648,-44270.781,-52658.227,163908.22,-24154.43,14984.863,"(Δ+1)<(Δ-2)","(Δ+1)&(Δ+2)","(Δ+1)>(Δ-2)","(Δ+1)<(Δ-2)","(Δ-1)<(Δ+2)",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"POS","NEG",-0.4959321,-0.60277158,"POS","POS",-0.35214439,-0.34482029,"POS","NEG",-0.024078352,0.014077136,"POS","POS",-0.63796377,-0.35740471,"NEG","POS",-0.41664085,-0.32158038,"POS","NEG",-0.54214376,-0.3100082,"NEG","POS",-0.38512293,-0.19294898,"NEG","POS",-0.1689245,-0.29883143,5,1,5,4,4,3
"225","MAN52","MAN","Ur","Middle","Vanniyar",680000,120000,79.5,566.66663,104000,525500,129.40057,54.5,0.076937929,0.21012172,0.29532522,0.65082675,1.3299606,0.32201523,3.1855047,0.24840452,134900,168354.44,28.677204,80.128571,68860.758,448038,30.109051,20.068798,-0.19945167,-0.17893423,0.80209929,0.42405015,0.40167212,-0.066329964,-0.0031070204,-0.25083071,51700,43043.477,6.6791101,120.11112,34510.871,284239.13,18.18891,1.9083174,-0.3190839,-0.22564115,-0.51121032,-0.055485021,-0.50576365,-0.27115974,-0.48979291,-0.20980474,-545100,-83200,-486.53806,39.982552,-99.291519,-11.920141,-50.822796,-21.998095,-34.431202,-18.16048,48354.438,-125310.96,-77462,-163798.88,-35139.242,-34349.887,"(Δ-1)&(Δ-2)","(Δ-1)&(Δ-2)","(Δ-1)&(Δ-2)","(Δ+1)<(Δ-2)","(Δ-1)&(Δ-2)",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,"NEG","NEG",2.3589728,-0.22062935,"NEG","POS",0.25877455,-0.3244527,"NEG","NEG",-0.032164775,-0.23730306,"NEG","NEG",-0.066333838,-0.2846089,"NEG","NEG",0.17847311,-0.22191098,"POS","NEG",-0.16427436,0.38332111,"NEG","NEG",-0.32756081,-0.19322684,"NEG","NEG",0.075275354,0.15801427,2,2,2,1,4,3
"226","MAN8","MAN","Colony","Dalits","SC",45000,36000,29.982069,125,24200,140000,32.142857,5.9074302,-0.19235542,-0.17096512,-0.58502883,-0.47775736,-0.77815038,-0.22605425,-0.5289852,-0.20478828,151900,17721.52,207.66559,857.14996,61645.57,120822.78,125.72131,135.25378,0.7739408,0.19570519,-0.7765947,-0.53390032,0.2110654,1.2328269,0.096336015,0.54646862,97700,24000,141.67284,407.08331,59782.609,153641.31,63.589668,58.155296,0.41505244,-0.047746457,-0.71079367,-0.43782124,0.16185077,0.36324286,-0.22071178,0.084656559,106900,-54200,732.14996,-450.06665,93.578461,-62.131645,177.68352,-65.992752,129.34636,-77.098488,-18278.48,6278.4805,-19177.219,32818.531,37445.57,-1862.9609,"(Δ+1)>(Δ-2)","(Δ+1)>(Δ-2)","(Δ+1)>(Δ-2)","(Δ-1)>(Δ+2)","(Δ-1)<(Δ+2)",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"POS","NEG",-0.074443534,-0.40111998,"POS","NEG",0.5843643,-0.042265862,"POS","NEG",-0.045548644,-0.11606436,"POS","NEG",1.3745725,-0.13440636,"POS","NEG",1.9525121,0.18608356,"NEG","POS",-0.4815245,-0.63504666,"NEG","POS",-0.46282229,-0.52606809,"POS","NEG",0.12654659,-0.60839391,5,7,2,4,3,2
"227","MAN9","MAN","Ur","Middle","Vanniyar",245000,67000,5.8208957,365.67163,55800,574000,42.682926,5.8208957,-0.32375112,-0.12966576,-0.26013625,0.79281467,0.056640454,-0.22703026,0.64093286,0.042164158,47500,125000,12.734097,38,63924.051,11044.304,430.08594,0,-0.28615505,1.3883032,0.34772724,-0.85528612,0.27125701,-0.29268342,-0.5143612,-0.29405871,31800,34782.609,28.437502,91.425003,52717.391,257500,12.349514,7.8125,-0.20075524,-0.24852178,-0.59778756,-0.13376608,-0.024794165,-0.20456721,-0.60619974,-0.23923948,-197500,-15700,-327.67163,53.425003,387.40302,-417.73642,6.9132018,15.703404,-5.8208957,7.8125,58000,-90217.391,-562955.69,246455.7,8124.0508,-11206.66,"(Δ+1)<(Δ-2)","(Δ+1)&(Δ+2)","(Δ-1)&(Δ-2)","(Δ+1)<(Δ-2)","(Δ-1)>(Δ+2)",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,"NEG","NEG",0.42867723,-0.64073682,"NEG","POS",0.048176955,-0.31520268,"POS","NEG",0.64278841,0.74256474,"POS","POS",-0.56506675,-0.30609965,"NEG","POS",-0.35627604,-0.2935442,"POS","NEG",-0.062530108,0.083082385,"NEG","POS",0.7991243,0.016816897,"POS","NEG",-0.52529073,-0.38796407,2,2,4,2,4,2
"228","MANAM1","MANAM","Colony","Dalits","SC",30800,61000,2.0151639,50.491802,58600,104000,29.615385,2.0151639,-0.34444782,-0.18086857,-0.32301867,-0.58315045,0.13060926,-0.26995462,-0.61204934,-0.28124091,35500,131297.47,6.4111838,27.037842,40443.039,83670.883,42.428143,4.0009642,-0.32054096,-0.13066408,0.41372725,-0.64266562,-0.349051,-0.24755704,-0.58455628,-0.30530694,1300,98043.469,0,1.3259424,51902.176,223913.05,0.5805825,0,-0.35540691,-0.29463622,0.065211877,-0.23209475,-0.046330046,-0.29268342,-0.7846123,-0.33168986,4700,-34200,-23.45396,-25.711899,12.812757,-41.847561,4.3960199,-6.4111838,1.9858003,-4.0009642,70297.469,-33254,-20329.117,140242.16,-18156.961,11459.137,"(Δ+1)<(Δ-2)","(Δ+1)<(Δ-2)","(Δ+1)<(Δ-2)","(Δ+1)>(Δ-2)","(Δ-1)<(Δ+2)",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"POS","NEG",-0.64198148,-0.52559626,"NEG","NEG",-0.35510215,-0.33427262,"POS","NEG",-0.23475689,-0.16504151,"POS","NEG",-0.59365731,-0.33782429,"POS","NEG",-0.427957,-0.31992933,"POS","NEG",0.06718725,-0.4042609,"NEG","POS",-0.46014908,-0.25308809,"NEG","POS",-0.30225229,-0.38200784,1,3,5,2,1,3
"229","MANAM10","MANAM","Colony","Dalits","SC",32800,124000,1.2903225,26.451611,51400,185500,17.68194,1.2903225,-0.34838974,-0.22762762,0.33724684,-0.34455222,-0.059596241,-0.27813002,-0.6003502,-0.30590847,6300,50126.578,0,12.568183,8417.7217,144240.52,4.3677049,0,-0.35540691,-0.27979705,-0.43697655,-0.46534288,-1.1950775,-0.29268342,-0.7553643,-0.32015422,32500,206032.61,2.4015982,15.774202,40706.523,316521.75,10.267857,1.0025034,-0.34234628,-0.25667837,1.1969818,0.039025117,-0.34209043,-0.2813763,-0.60210508,-0.31686455,-26500,26200,-13.883428,3.2060194,-13.314236,5.9001517,-1.2903225,2.4015982,-1.2903225,1.0025034,-73873.422,155906.03,-41259.484,172281.23,-42982.277,32288.801,"(Δ-1)>(Δ+2)","(Δ-1)<(Δ+2)","(Δ-1)>(Δ+2)","(Δ-1)<(Δ+2)","(Δ-1)<(Δ+2)",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,"NEG","POS",-0.52092153,-0.57538676,"NEG","POS",-0.36778912,-0.34975934,"NEG","POS",-0.23358208,-0.25183868,"NEG","POS",-0.62893236,-0.35151345,"NEG","POS",-0.44095603,-0.34068596,"NEG","POS",0.10490746,0.64507347,"NEG","POS",-0.41157597,-0.17167185,"NEG","POS",0.24963136,0.10939061,6,6,3,2,2,3
"230","MANAM13","MANAM","Ur","Middle","Vanniyar",210000,125000,88.688683,168,34960,412500,50.909088,23.994339,0.12690873,-0.097433023,0.34772724,0.32000962,-0.49389881,-0.022054279,0.43619719,-0.16066611,189900,98227.844,24.855066,193.32603,35822.785,197784.81,96.013435,0,-0.2202376,0.079300232,0.0671442,-0.3085874,-0.47110623,-0.29268342,0.31862044,-0.13467914,700800,118478.27,241.33304,591.50092,3369.5652,611902.19,114.52811,143.67593,0.95703447,0.15184663,0.27937683,0.90377653,-1.328437,1.3278193,3.3071761,0.27388692,-20100,510900,25.326035,398.17487,45.104347,18.514671,-63.833618,216.47797,-23.994339,143.67593,-26772.156,20250.422,-214715.19,414117.38,862.78516,-32453.221,"(Δ+1)&(Δ+2)","(Δ-1)<(Δ+2)","(Δ-1)<(Δ+2)","(Δ-1)>(Δ+2)","(Δ-1)<(Δ+2)",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"NEG","POS",-0.55646211,2.4412963,"POS","POS",-0.35262048,-0.077973604,"POS","POS",-0.15910801,-0.22138017,"NEG","POS",0.081445366,0.37936649,"NEG","POS",-0.016600076,0.64696163,"NEG","POS",-0.39193067,-0.51551145,"NEG","POS",-0.0090373615,0.44287103,"POS","NEG",-0.68671358,0.11326949,4,1,3,2,5,3
"231","MANAM14","MANAM","Ur","Upper","Rediyar",105000,130000,31.117451,80.769226,46000,427000,24.590164,4.6179152,-0.18618087,-0.20055899,0.40012926,0.3624596,-0.20225036,-0.24059853,-0.17800976,-0.25017333,234100,132911.39,58.285183,176.13239,80253.164,956392.38,24.477402,17.260624,-0.038434602,-0.20100082,0.43064183,1.9123009,0.70263022,-0.098003007,0.57717234,-0.15232149,68000,543.47827,3060.7539,12512,30978.262,410489.13,16.565603,2070.7537,16.28989,-0.23200178,-0.95662749,0.31412262,-0.59908611,23.063086,-0.39444461,12.505475,129100,-166100,95.363159,12335.867,-0.11276245,-7.9117985,27.167732,3002.4688,12.642709,2053.4929,2911.3906,-132367.91,529392.38,-545903.25,34253.164,-49274.902,"(Δ-1)&(Δ-2)","(Δ+1)&(Δ+2)","(Δ+1)<(Δ-2)","(Δ+1)<(Δ-2)","(Δ+1)<(Δ-2)",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"POS","NEG",0.048837714,0.29532489,"POS","POS",-0.2597774,8.1365843,"NEG","NEG",-0.2645089,-0.24698144,"POS","POS",-0.3350122,9.8910408,"POS","POS",-0.22877097,13.867546,"POS","NEG",-0.64362109,0.44369596,"POS","NEG",0.7212339,0.77775925,"POS","NEG",0.055577237,0.51011449,3,4,1,2,1,1
"232","MANAM15","MANAM","Colony","Dalits","SC",40200,96000,6.4208336,41.875,36000,134500,29.888475,6.4208336,-0.32048848,-0.17979851,0.043795496,-0.49385908,-0.46642467,-0.22026363,-0.55706322,-0.2900826,67400,66075.953,16.123758,102.00384,55569.621,129493.66,52.048882,0,-0.26772106,-0.092966951,-0.26982063,-0.50851554,0.050554436,-0.29268342,-0.39795434,-0.22838457,54600,130434.78,18.74601,41.860001,74456.523,293423.91,18.607889,4.0991611,-0.25346047,-0.22399946,0.40468594,-0.02859579,0.54949784,-0.24644949,-0.4728291,-0.29009798,27200,-12800,60.128838,-60.143837,22.160406,-33.440994,9.7029247,2.6222515,-6.4208336,4.0991611,-29924.047,64358.828,-5006.3359,163930.25,19569.621,18886.902,"(Δ+1)<(Δ-2)","(Δ+1)&(Δ+2)","(Δ+1)>(Δ-2)","(Δ-1)<(Δ+2)","(Δ-1)<(Δ+2)",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"POS","NEG",-0.51703429,-0.65878588,"POS","NEG",-0.30648494,-0.31057933,"POS","NEG",-0.21285833,-0.18533966,"POS","POS",-0.53338057,-0.35076013,"NEG","POS",-0.34506273,-0.31924957,"NEG","POS",-0.35868359,-0.13814737,"NEG","POS",-0.49570864,-0.192893,"POS","POS",-0.27084792,-0.20677732,5,7,5,4,1,4
